remark,"CSV-Import-Export"
remark,"Date = Tue Apr 17 17:13:00 2024"
remark,"Version = RSLogix 5000 v33.01"
remark,"Owner = "
remark,"Company = "
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,IDH_ADDR_AR01_03," - OMR: AR01.03",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_AR01_07," - OMR: AR01.07",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_AR01_08," - OMR: AR01.08",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_AR01_09," - OMR: AR01.09",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_b0830," - OMR: b0830",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_C020_CTR," - OMR: CNT020",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_C030_CTR," - OMR: CNT030",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_C031_CTR," - OMR: CNT031",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_C041_CTR," - OMR: CNT041",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_C051_CTR," - OMR: CNT051",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,UPDATE_TIMERCOUNTER_CTR,"Update Timer/Counter - OMR: CNT052",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,CNT061_PV_CTR,"CNT061_PV - OMR: CNT061",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,CNT061_PV_CTR,"CNT061_PV - OMR: CNT061",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,DRIER_FLOW_STPT_EAST_1ST_AI," - OMR: DM0",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1," - OMR: DM1",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_SATAKE_COUNTER_PV,"SATAKE Counter Value - OMR: DM10",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_1_STPT," - OMR: DM100",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM102," - OMR: DM102",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM104," - OMR: DM104",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM106," - OMR: DM106",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_2_STPT," - OMR: DM110",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM112," - OMR: DM112",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1121," - OMR: DM1121",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1122," - OMR: DM1122",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1123," - OMR: DM1123",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM114," - OMR: DM114",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM116," - OMR: DM116",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1170," - OMR: DM1170",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1171," - OMR: DM1171",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_5_STPT," - OMR: DM120",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM122," - OMR: DM122",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM124," - OMR: DM124",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM126," - OMR: DM126",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_3_STPT,"Temperature S.P. - OMR: DM130",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM132," - OMR: DM132",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM134," - OMR: DM134",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM136," - OMR: DM136",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_12_STPT_AO," - OMR: DM140",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_12_MAN_OUTPUT,"T51-12 MANUAL OUTPUT (AV51-2) - OMR: DM141",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM142," - OMR: DM142",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM144," - OMR: DM144",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM147," - OMR: DM147",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM148," - OMR: DM148",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM149," - OMR: DM149",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,GLYCOL_SETPOINT,"Glycol Setpoint - OMR: DM150",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1712," - OMR: DM1712",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CFM_51_1,"IDH AIR FLOW - OMR: DM1717",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1720," - OMR: DM1720",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1721," - OMR: DM1721",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1722," - OMR: DM1722",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,EAST_DRIER_FLOW,"EAST DRIER FLOWRATE - OMR: DM1727",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1728," - OMR: DM1728",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1730," - OMR: DM1730",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1731," - OMR: DM1731",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1732," - OMR: DM1732",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,WEST_FLOW_RATE,"WEST DRYER FLOW RATE 0-130 l/m - OMR: DM1737",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1738," - OMR: DM1738",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1740," - OMR: DM1740",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1741," - OMR: DM1741",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1742," - OMR: DM1742",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_REGEN_FAN_AMPS,"IDH REGEN FAN AMPS - OMR: DM1747",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1750," - OMR: DM1750",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1751," - OMR: DM1751",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1752," - OMR: DM1752",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DEW_51_1_RAW," - OMR: DM1757",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1760," - OMR: DM1760",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1761," - OMR: DM1761",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1762," - OMR: DM1762",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_MAIN_FAN_AMPS,"IDH main fan amps - OMR: DM1767",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1770," - OMR: DM1770",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1771," - OMR: DM1771",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1772," - OMR: DM1772",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1777," - OMR: DM1777",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1780," - OMR: DM1780",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1781," - OMR: DM1781",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1782," - OMR: DM1782",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1787," - OMR: DM1787",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,L52_51,"Chiller Tank lvl high or low - OMR: DM1790",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM180," - OMR: DM180",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1821," - OMR: DM1821",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM184," - OMR: DM184",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1886," - OMR: DM1886",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM1921," - OMR: DM1921",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DRIER_FLOW_STPT_EAST_2ND_AI," - OMR: DM2",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM200," - OMR: DM200",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM204," - OMR: DM204",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM215," - OMR: DM215",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM217," - OMR: DM217",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM220," - OMR: DM220",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_T51_3_PROPORTIONAL,"T51-3 PROPORTIONAL - OMR: DM221",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_T51_3_INTEGRAL,"T51-3 INTEGRAL - OMR: DM222",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_T51_3_DERIVATIVE,"T51-3 DERIVATIVE - OMR: DM223",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_T51_3_SAMPLE,"T51-3 SAMPLE PERIOD - OMR: DM224",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM225," - OMR: DM225",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM226," - OMR: DM226",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_40M_VALVE_TIME_OFF,"V2 Closed Time (minutes) - OMR: DM24",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM25," - OMR: DM25",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_T51_3_SETPOINT,"T51-3 SETPOINT - OMR: DM255",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DM257,"DM257 - OMR: DM256",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM257," - OMR: DM257",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM258," - OMR: DM258",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM259," - OMR: DM259",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_T51_3_OUTPUT,"T51-3 OUTPUT - OMR: DM260",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM2600," - OMR: DM2600",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM261," - OMR: DM261",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM2650," - OMR: DM2650",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_40M_VALVE_TIME_ON,"V2 Open Time (seconds) - OMR: DM27",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM270," - OMR: DM270",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM2700," - OMR: DM2700",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_3_RAW,"DRIER TEMP IN FROM IDH - OMR: DM274",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM275," - OMR: DM275",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Tag_51_3_SET_POINT_RESULT,"51-3 SET POINT result - OMR: DM2750",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_2_SCADA_SCALED,"Air Temp Before Dessicant Wheel - OMR: DM279",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM28," - OMR: DM28",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM280," - OMR: DM280",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,C_S_P,"C (S.P.) - OMR: DM2800",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_12_PROPORTIONAL,"(NGC) - OMR: DM2801",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_12_INTEGRAL,"(NGC) - OMR: DM2802",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_12_DERIVATIVE,"(NGC) - OMR: DM2803",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_12_SAMPLING,"(NGC) - OMR: DM2804",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,C5_FWDREV,"C+5 (FWD/REV*) - OMR: DM2805",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,C6_IN_RANGE,"C+6 (IN Range | Time | OUT Range) - OMR: DM2806",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_1_SCADA_SCALED,"Air Temp After CC1 - OMR: DM284",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM285," - OMR: DM285",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM2850," - OMR: DM2850",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_6_SCADA_SCALED,"After Wheel Temp - OMR: DM289",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3," - OMR: DM3",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_40_7M_VALVE_TIME_ON,"V3 Open Time (seconds) - OMR: DM30",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM300," - OMR: DM300",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3000," - OMR: DM3000",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3001," - OMR: DM3001",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3002," - OMR: DM3002",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3005," - OMR: DM3005",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3006," - OMR: DM3006",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3007," - OMR: DM3007",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3008," - OMR: DM3008",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3009," - OMR: DM3009",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM304," - OMR: DM304",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM31," - OMR: DM31",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM310," - OMR: DM310",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,T51_5_PV_TO_BURNER_AA,"IDH regen temp HI or LO - OMR: DM314",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3143," - OMR: DM3143",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3148," - OMR: DM3148",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_40_7M_VALVE_TIME_OFF,"V3 Closed Time (seconds) - OMR: DM33",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM34," - OMR: DM34",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P66_SETPOINT,"P66 Speed Setpoint - OMR: DM3499",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,DRI_CONT_P116_SP_AO,"p116 controller stpt ao - OMR: DM3500",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_P117_SETPOINT,"P117 Speed Setpoint - OMR: DM3501",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3505," - OMR: DM3505",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3506," - OMR: DM3506",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DRI_CONT_P116_SP_AI,"p116 controller  stpt ai - OMR: DM3521",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DRI_CONT_P118_SP_AI,"P118 CONTROLLER PV - OMR: DM3526",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3553," - OMR: DM3553",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3558," - OMR: DM3558",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3563," - OMR: DM3563",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3568," - OMR: DM3568",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3573," - OMR: DM3573",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3578," - OMR: DM3578",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3603," - OMR: DM3603",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3608," - OMR: DM3608",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3613," - OMR: DM3613",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3618," - OMR: DM3618",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3623," - OMR: DM3623",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3628," - OMR: DM3628",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3800," - OMR: DM3800",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3801," - OMR: DM3801",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3802," - OMR: DM3802",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3803," - OMR: DM3803",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3804," - OMR: DM3804",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3805," - OMR: DM3805",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3806," - OMR: DM3806",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3807," - OMR: DM3807",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3808," - OMR: DM3808",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3809," - OMR: DM3809",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3810," - OMR: DM3810",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM3811," - OMR: DM3811",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,DRIER_FLOW_STPT_EAST_3RD_AI," - OMR: DM4",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM4000," - OMR: DM4000",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM4005," - OMR: DM4005",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM5," - OMR: DM5",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM500," - OMR: DM500",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM501," - OMR: DM501",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM502," - OMR: DM502",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM503," - OMR: DM503",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM505," - OMR: DM505",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM506," - OMR: DM506",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM508," - OMR: DM508",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM509," - OMR: DM509",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM510," - OMR: DM510",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM511," - OMR: DM511",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM512," - OMR: DM512",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM513," - OMR: DM513",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM515," - OMR: DM515",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,HIGH_DEADBAND_LIMIT,"High Deadband Limit - OMR: DM5200",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,HIGH_HIGH_DEADBAND_LIMIT,"High High DeadBand Limit - OMR: DM5201",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,LOW_DEADBAND_LIMIT,"Low DeadBand Limit - OMR: DM5202",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,LOW_LOW_DEADBAND_LIMIT,"Low Low DeadBand Limit - OMR: DM5203",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,IDH_ADDR_DM5204," - OMR: DM5204",DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
