address,tagname,description,type
503.00,STER_VSD_FAULT_ALARM,"""STER_PUMPS_VSD_FAULT - OMR: 503.00""",BOOL
503.01,VSDALARMACK,"""VSD ALARM ACKNOWLEDGE - OMR: 503.01""",BOOL
503.02,BALANCE_TANK_LEVEL_13,"""Balance Tank level >13% durring water Steriliza... - OMR: 503.02""",BOOL
503.10,BT_30,"""BT > 30% - OMR: 503.10""",BOOL
503.11,BT_6,"""BT < 6% - OMR: 503.11""",BOOL
504.00,STER_LEVEL_ALARM,"""STERILE TANK LOW LEVEL - OMR: 504.00""",BOOL
504.01,STLOWLEVELRES,"""STERILE TANK LOW LEVEL ALARM RESET <8% - OMR: 504.01""",BOOL
504.05,BT_35PERCENT,"""BALANC TANK LEVEL >35% - OMR: 504.05""",BOOL
504.07,BALANCE_TANK_LEVEL,"""BALANCE TANK LEVEL > 68% - OMR: 504.07""",BOOL
504.10,STER_TOGGLE_SWITCH_ALERT,"""Sterilizer Panel Toggle Switch in MAN - OMR: 504.10""",BOOL
504.11,STER_RECLAIM_PUMP_TRIPPED,"""Chemetator Recovery Tank Pump Overload - OMR: 504.11""",BOOL
504.12,STER_RECLAIM_TANK_LEVEL,"""Chemetator Recovery Tank HI Level - OMR: 504.12""",BOOL
506.00,PROCESS_RUNNING,"""Process Running - OMR: 506.00""",BOOL
506.01,SHUT_DOWN_IN_PROGRESS,"""Shut Down in Progress - OMR: 506.01""",BOOL
506.02,CIP_IN_PROGRESS,"""CIP in Progress - OMR: 506.02""",BOOL
506.03,CHEMETATOR_PARKED,"""Chemetator Parked - OMR: 506.03""",BOOL
506.05,UNKNOWN_STATE_CRASHED,"""Unknown State / Crashed - OMR: 506.05""",BOOL
506.06,CIP_TOO_LONG,"""CIP TOO LONG - OMR: 506.06""",BOOL
506.07,STER_PH_SFTK_INTLK,"""SFTK Interlock to Sterilzer for CIP - OMR: 506.07""",BOOL
508,Sterilizer_ADDR_508,""" - OMR: 508""",DINT
509.00,BCDHASH4,"""COMMUNICATION TO 2ND OMRON PLC - OMR: 509.00""",BOOL
509.01,BCDHASH3,"""COMMUNICATION TO 2ND OMRON PLC - OMR: 509.01""",BOOL
509.02,BCDHASH2,"""COMMUNICATION TO 2ND OMRON PLC - OMR: 509.02""",BOOL
510,Sterilizer_ADDR_510,""" - OMR: 510""",DINT
6.00,LA600,"""STERILE TANK LEVEL ALARM - OMR: 6.00""",BOOL
6.01,LA601,"""VARIABLE SPED DRIVE FAULT LAMP - OMR: 6.01""",BOOL
6.02,STER_IND_ACID,"""ACID WASH LAMP - OMR: 6.02""",BOOL
6.03,STER_IND_WATER_RINSE3,"""WATER RINSE #3 LAMP - OMR: 6.03""",BOOL
6.04,LA604,"""LOW TEMPERATURE ALARM LAMP - OMR: 6.04""",BOOL
6.05,LA605,"""HIGH PRESSURE ALARM LAMP - OMR: 6.05""",BOOL
6.06,STER_V111,"""CIP RETURN TO STERILE TANK V111 - OMR: 6.06""",BOOL
6.07,STER_V112,"""CIP REtURN TO DRAIN V112 - OMR: 6.07""",BOOL
6.08,STER_V113,"""Vert. Condenser Drain Valve - OMR: 6.08""",BOOL
6.09,BIT609,"""2 LINE DISPLAY BIT#0 - OMR: 6.09""",BOOL
6.10,BIT610,"""2 LINE DISPLAY BIT#1 - OMR: 6.10""",BOOL
6.11,BIT611,"""2 LINE DISPLAY BIT#2 - OMR: 6.11""",BOOL
6.12,BIT612,"""2 LINE DISPLAY BIT#3 - OMR: 6.12""",BOOL
6.13,BIT613,"""2 LINE DISPLAY BIT#4 - OMR: 6.13""",BOOL
6.14,BIT614,"""2 LINE DISPLAY BIT#5 - OMR: 6.14""",BOOL
6.15,BIT615,"""2 LINE DISPLAY BIT#6 - OMR: 6.15""",BOOL
CNT005,BELLMINUSPULSE2_STATUS_CTR,"""2 PULSES - OMR: CNT005""",COUNTER
CNT006,BELLMINUSPULSE4_STATUS_CTR,"""4 PULSES - OMR: CNT006""",COUNTER
CNT007,VERT_CONDENSER_CIP_COUNTER_CTR,"""Vert. Condenser CIP Counter - OMR: CNT007""",COUNTER
CNT010,CNTP207_STATUS_CTR,"""COUNTER P207 - OMR: CNT010""",COUNTER
CNT011,CNTP208_STATUS_CTR,"""COUNTER P208 - OMR: CNT011""",COUNTER
CNT012,STERILMINUSTKMINUSWATER_STATUS_CTR,"""STERILE TANK WATER CTRL - OMR: CNT012""",COUNTER
CNT050,CIPMINUSPULSEMINUSINDEX_STATUS_CTR,"""INDEX FOR CIP PULSATION - OMR: CNT050""",COUNTER
CNT10,CNTP207_PV_CTR,"""COUNTER P207 - OMR: CNT10""",COUNTER
CNT11,CNTP208_PV_CTR,"""COUNTER P208 - OMR: CNT11""",COUNTER
CNT12,STERILMINUSTKMINUSWATER_PV_CTR,"""STERILE TANK WATER CTRL - OMR: CNT12""",COUNTER
CNT301,Tag_1H45M_COUNTER_CTR,"""1H45m Counter - OMR: CNT301""",COUNTER
CNT305,CIP_DURATION_COUNTER_CTR,"""CIP Duration Counter - OMR: CNT305""",COUNTER
CNT50,CIPMINUSPULSEMINUSINDEX_PV_CTR,"""INDEX FOR CIP PULSATION - OMR: CNT50""",COUNTER
DM1000,AC1C1LL,"""LOWER LIMIT - OMR: DM1000""",REAL
DM1001,AC1C1UL,"""UPPER LIMIT - OMR: DM1001""",REAL
DM1002,AC1C2LL,"""LOWER LIMIT - OMR: DM1002""",REAL
DM1003,AC1C2UL,"""UPPERLIMIT - OMR: DM1003""",REAL
DM1004,AC1C3LL,"""LOWER LIMIT - OMR: DM1004""",REAL
DM1005,AC1C3UL,"""UPPER LIMIT - OMR: DM1005""",REAL
DM1006,AC1C4LL,"""LOWER LIMIT - OMR: DM1006""",REAL
DM1007,AC1C4UL,"""UPPER LIMIT - OMR: DM1007""",REAL
DM1100,AC2C1LL,"""LOWER LIMIT - OMR: DM1100""",REAL
DM1101,AC2C1UL,"""UPPER LIMIT - OMR: DM1101""",REAL
DM1102,AC2C2LL,"""LOWER LIMIT - OMR: DM1102""",REAL
DM1103,AC2C2UL,"""UPPER LIMIT - OMR: DM1103""",REAL
DM1104,AC2C3LL,"""LOWER LIMIT - OMR: DM1104""",REAL
DM1105,AC2C3UL,"""UPPER LIMIT - OMR: DM1105""",REAL
DM1106,AC2C4LL,"""LOWER LIMIT - OMR: DM1106""",REAL
DM1107,AC2C4UL,"""UPPER LIMIT - OMR: DM1107""",REAL
DM410,CONDUCTIVITY,"""Conductivity Scaled 0 - 99.99 ms/cm (0 - 9999) - OMR: DM410""",REAL
DM420,STERILIZER_RUNNING_STATUS,"""2'=S/D, 3=CIP, 4=Park, 5=CIP>Target, 6=??' - OMR: DM420""",REAL
DM500,STER_TR74_BEFORE_LOOP,"""STERILE LOOP TEMP (Before Loop) - OMR: DM500""",REAL
DM501,STER_TR74_STPT_AI,"""TR74 SETPOINT - OMR: DM501""",REAL
DM510,STER_VAC,"""STERILIZER VACUUM LOW (PICA70) - OMR: DM510""",REAL
DM520,STER_LEVEL_SEP,"""SEPARATOR LEVEL - OMR: DM520""",REAL
DM521,STER_LEVEL_SEP_STPT_AI,"""SEPARATOR LEVEL - OMR: DM521""",REAL
DM530,STER_FLOW_PASSTHRU,"""Sterilizer Flowrate to Chemetaor PLC - OMR: DM530""",REAL
DM910,STER_TO_DRIER_CIP_STEP,"""CIP SQUENCE TO DRIER PLC TO SET P117 P66 SPEED - OMR: DM910""",REAL
DM99,CIPMINUSPULSATION,"""CIP PULSATION REFERENCE - OMR: DM99""",REAL
HR0.01,V411PULSE,"""TO KEEP THE STERILE TANK SPRAY VALVE OPEN FOR 6... - OMR: HR0.01""",BOOL
TIM000,TIMER0_STATUS_TMR,"""PULSE 1 SEC. ON 1 SEC. OFF - OMR: TIM000""",TIMER
TIM001,TIMER1_STATUS_TMR,"""PULSE 1 SEC. ON 1 SEC. OFF - OMR: TIM001""",TIMER
TIM002,Tag_10SECONDS_STATUS_TMR,"""10 SECONDS PULSATION - OMR: TIM002""",TIMER
TIM003,Tag_1MINUSSECONDSMINUS2_STATUS_TMR,"""10 SECONDS PULSATION - OMR: TIM003""",TIMER
TIM017,_10_SEC_PULSE_STATUS_TMR,"""10 sec pulse every 10 min - OMR: TIM017""",TIMER
TIM018,Tag_15SEC_PULSE_STATUS_TMR,"""15 sec pulse every 5 min - OMR: TIM018""",TIMER
TIM203,PS4TIMER_STATUS_TMR,"""DELAY AFTER VACUUM - OMR: TIM203""",TIMER
TIM205,PS7TIMER_STATUS_TMR,"""DELAY BEFORE STEAM - OMR: TIM205""",TIMER
TIM207,PS9TIMER_STATUS_TMR,"""STERILIZATION TIME - OMR: TIM207""",TIMER
TIM208,STERILIZATION_TIME_MORE_TIME_TMR,"""Sterilization Time (more time) - OMR: TIM208""",TIMER
TIM209,PS12TIMER_STATUS_TMR,"""DELAY FOR SEPARATOR LEVEL - OMR: TIM209""",TIMER
TIM211,PS14TIMER_STATUS_TMR,"""DELAY BEFORE MONITORING ""keep V-104 open to Dra... - OMR: TIM211""",TIMER
TIM215,LOWTEMPREC_STATUS_TMR,"""LOW TERMPERATURE MINIMUM REC. TIME - OMR: TIM215""",TIMER
TIM222,CS2TIMER_STATUS_TMR,"""DELAY AFTER LOW LEVEL B.T. - OMR: TIM222""",TIMER
TIM224,CS3TIMER_STATUS_TMR,"""DELAY BEFORE VOTATOR START - OMR: TIM224""",TIMER
TIM226,CS4TIMER_STATUS_TMR,"""DELAY BEFORE STEAM - OMR: TIM226""",TIMER
TIM228,CS5TIMER_STATUS_TMR,"""PRERINSE TIME - OMR: TIM228""",TIMER
TIM230,CS7TIMER_STATUS_TMR,"""RINSE TIME - OMR: TIM230""",TIMER
TIM232,CS10TIMER_STATUS_TMR,"""STOP PULSATION VOTATOR - OMR: TIM232""",TIMER
TIM234,CS13TIMER_STATUS_TMR,"""DETERGENT TIME #1 - OMR: TIM234""",TIMER
TIM235,CS13MINUS2TIMER_PV_TMR,"""DETERGENT TIME - OMR: TIM235""",TIMER
TIM236,CS14TIMER_STATUS_TMR,"""RINSE RECIRCULATION - OMR: TIM236""",TIMER
TIM238,CS15TIMER_STATUS_TMR,"""DELAY BEFORE EMPTYING B.T. - OMR: TIM238""",TIMER
TIM240,CS17TIMER_STATUS_TMR,"""SYSTEM IN RECIRCULATION - OMR: TIM240""",TIMER
TIM242,CS20TIMER_STATUS_TMR,"""ACID TIME 10 MIN. - OMR: TIM242""",TIMER
TIM243,ACID_MONTHLY_TIME_15_TMR,"""ACID MONTHLY TIME 15 MIN. - OMR: TIM243""",TIMER
TIM244,CS22TIMER_STATUS_TMR,"""FLUSH TO DRAIN - OMR: TIM244""",TIMER
TIM246,CS23TIMER_STATUS_TMR,"""DELAY BEFORE EMPTYING B.T. - OMR: TIM246""",TIMER
TIM250,SS2TIMER_STATUS_TMR,"""WATER FEED - OMR: TIM250""",TIMER
TIM252,SS3TIMER_STATUS_TMR,"""EMPTY SEPARATOR - OMR: TIM252""",TIMER
TIM254,SS5TIMER_STATUS_TMR,"""DELAY BEFORE WATER TO DRAIN - OMR: TIM254""",TIMER
TIM256,SS6TIMER_STATUS_TMR,"""SYSTEM IN RECIRCULATION - OMR: TIM256""",TIMER
TIM257,SS6ATIMER_STATUS_TMR,"""10 min delay before stop steam,and P64,72 - OMR: TIM257""",TIMER
TIM258,SS7TIMER_STATUS_TMR,"""EMPTY STERILE TANK - OMR: TIM258""",TIMER
TIM260,SS9TIMER_STATUS_TMR,"""RECIRCULATION - OMR: TIM260""",TIMER
TIM262,SS10TIMER_STATUS_TMR,"""STOP STEAM - OMR: TIM262""",TIMER
TIM264,SS11TIMER_STATUS_TMR,"""SHUTDOWN COMPLETED - OMR: TIM264""",TIMER
TIM265,SPARE_STATUS_TMR,"""SPARE_Status - OMR: TIM265""",TIMER
TIM266,Tag_5SEC_DELAY_STATUS_TMR,"""Sterile tank low level 3 sec delay timer - OMR: TIM266""",TIMER
TIM270,WS1TIMER_STATUS_TMR,"""COMPENSATE WATER - OMR: TIM270""",TIMER
TIM272,WS2TIMER_STATUS_TMR,"""CLOSE WATER VALVE - OMR: TIM272""",TIMER
TIM274,SLCS1TIMER_STATUS_TMR,"""DELAY BEFORE RECIR. - OMR: TIM274""",TIMER
TIM275,SLCS2TIMER_STATUS_TMR,"""RECIRCULATION TIME - OMR: TIM275""",TIMER
TIM280,ACID_INJECTION_DONE_TMR,"""Sanitizer injection duration timer - OMR: TIM280""",TIMER
TIM282,ACID_MONTHLY_INJECTION_TIMER_TMR,"""ACID MONTHLY INJECTION TIMER - OMR: TIM282""",TIMER
TIM290,Tag_3_MIN_TIMER_TMR,"""3 min Timer - OMR: TIM290""",TIMER
TIM292,Tag_10_MIN_TIMER_TMR,"""10 min Timer - OMR: TIM292""",TIMER
TIM293,Tag_2_MIN_TIMER_TMR,"""2 min timer - OMR: TIM293""",TIMER
TIM294,Tag_3_SEC_TIMER_TMR,"""3 sec timer - OMR: TIM294""",TIMER
TIM296,CAUSTIC_MAX_DURATION_TIMER_TMR,"""Caustic Max. Duration Timer - OMR: TIM296""",TIMER
TIM298,CAUSTIC_PUMP_STOP_DELAY_TMR,"""Caustic Pump Stop Delay Timer - OMR: TIM298""",TIMER
TIM304,RINSE_2_MAX_TIME_TMR,"""Rinse #2 Max Time - OMR: TIM304""",TIMER
TIM308,DELAY_FOR_VERT_CONDENSER_TMR,"""Delay for Vert. Condenser Back Flush - OMR: TIM308""",TIMER
TIM309,END_OF_BACK_FLUSH_TMR,"""End of Back Flush - OMR: TIM309""",TIMER
TIM311,P67_OFF_TIME_TMR,"""P67 OFF Time - OMR: TIM311""",TIMER
DM411,STER_CIP_COND_STPT,"""Sterilizer CIP Conductivity Setpoint (mS)""",DINT
DM480,STER_TR74A,"""STERILE LOOP TEMP (After Loop)""",DINT
DM481,STER_TR74,"""STERILE LOOP TEMP (Before Loop)""",DINT
DM506,STER_TR74_OUT_AI,"""STER TR74 PID OUTPUT""",DINT
DM511,STER_VAC_STPT_AR,"""(NGC)""",DINT
DM516,STER_VAC_OUT_AI,"""STER VAC PID OUTPUT""",DINT
DM519,STER_VAC_STPT_AI,"""STERILIZER VAC STPT""",DINT
DM526,STER_LEVEL_SEP_OUT_AI,"""STER SEPARATOR LEVEL PID OUTPUT""",DINT
DM531,STER_FLOW_STPT_AI,"""FLOWRATE STPT""",DINT
DM536,STER_FLOW_OUT_AI,"""STER FLOW PID OUTPUT""",DINT
DM539,STER_CIP_CAUSTIC_PULSE,"""STER CIP CAUSTIC FLOW PULSE (2lt/p)""",DINT
DM541,STER_CIP_CAUSTIC_PULSE_PREV,"""STERILIZER CIP CAUSTIC FLOW PULSE TOT""",DINT
102,STERILE_TK_TEMP,"""sterile tank temp""",DINT
233.06,STER_P118_START_DO,"""P118 PUSH BUTTON""",BOOL
254.00,SYS_WATCH_STER_OPEN,"""MONITOR 1 MIN TIMER 254.0""",BOOL
481.00,STER_CIP_MANUAL_DO,"""STERILIZER CIP""",BOOL
481.01,STER_CIP_AUTO_DO,"""STERILIZER CIP""",BOOL
481.02,STER_CIP_MONTH_DO,"""STERILIZER CIP""",BOOL
481.03,STER_CIP_SHORT_DO,"""STERILIZER CIP""",BOOL
482.00,STER_CIP_MANUAL_PB_DI,"""""",BOOL
482.01,STER_CIP_AUTO_PB_DI,"""""",BOOL
482.02,STER_CIP_MONTH_PB_DI,"""""",BOOL
482.03,STER_CIP_SHORT_PB_DI,"""""",BOOL
489.14,STER_CIP_DTRGNT_FLOW_LO,"""Sterilizer CIP Detergent Flow Low""",BOOL
490.07,STER_CIP_DTRGNT_COND_LO,"""Sterilizer CIP Detergent Conductivity LO""",BOOL
490.10,STER_490_10,"""""",BOOL
490.11,STER_490_11,"""""",BOOL
506.08,STER_PH_SFTK_INTLK_ALM,"""Cannot Start CIP - Close Outlet Valves""",BOOL
TC245,STER_TIM_245,"""TIMER 245 STATUS""",BOOL
TC247,STER_TIM_247,"""TIMER 247 STATUS""",BOOL
TC248,STER_TIM_248,"""TIMER 248 STATUS""",BOOL
TC249,STER_TIM_249,"""TIMER 249 STATUS""",BOOL
