remark,"CSV-Import-Export"
remark,"Date = Tue Apr 17 17:13:00 2024"
remark,"Version = RSLogix 5000 v33.01"
remark,"Owner = "
remark,"Company = "
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,STERILE_TK_30,"Sterile TK < 30%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,B_T_6,"B.T. < 6%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS1,"SHUTDOWN STARTED",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS2,"STOP GELATIN FEED",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS3,"WATER FEED",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS4,"EMPTY SEPARATOR",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS5,"REBUILT SEPARATOR LEVEL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS6,"WATER TO DRAIN",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS7,"RECIRCULATION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS8,"EMPTY STERILE TANK",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS9,"FORWARD",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS10,"RECIRCULATION",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS11,"STOP STEAM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_SHUTDOWN_SS12,"SHUTDOWN COMPLETE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,WS1,"WATER STEP #1",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,WS2,"WATER STEP #2",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,WS3,"WATER STEP #3",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SLCS1," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SLCS2,"SYSTEM IN RECIRCULATION V4.15 ENERG.",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SLCS3,"RESET",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SEP_LVL_26PERCENT," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SEPARATOR_10,"Separator < 10%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_LEVEL_SEPARATOR,"SEPARATOR LEVEL HI - CHECK P72",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_AFTERLOOP_TEMP,"AFTER LOOP TEMP <140 c",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SEP_LVL_65PERCENT,"Seperator Level <65%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_BEFORELOOP_TEMP,"BEFORE LOOP TEMP <140 c",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PU66_CIP_LOWFLOW,"P66 CIP LowFlow Rate "check P66"",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SEPERATOR_LEVEL_12,"Seperator Level < 12%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STOP_P67,"Sep Level < 11%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LOOPTEMPGRTRTHAN95C,"loop temp >/= 95c  stop steam",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LOOPTEMPLESSTHAN85C,"loop temp </= 85c  start steam",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_481,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_482,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CAUSTIC_FLOW_TARGET_REACHED,"Caustic Flow Target Reached",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,RINSE_STOP_TRIGGER,"Conductivity less than rinse stop setpoint",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CAUSTIC_PUMP_STOP_TRIGGER,"Caustic Pump Stop Trigger",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ADD_MORE_CAUSTIC,"Add more Caustic",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,ADD_MORE_SANITIZER,"Add more Acid",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STEP_ADVANCE,"STEP ADVANCE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_CIP_COND1_DI,"Sterilizer CIP Conductivity < 80mS",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,PRERINSE_ADVANCE,"PreRinse Advance",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P116_CIP_INHIBIT,"P116 CIP Inhibit",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,P116_1ST_CIP,"P116 1st CIP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_MANUAL_PB,"Manual CIP Selection PB",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_AUTO_PB,"Auto CIP Selection PB",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_AUTO_MONTHLY_PB,"Auto Monthly CIP Selection PB",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_AUTO_SHORT_PB,"Auto Short CIP Selection PB",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_MANUAL_SELECTED,"Manual CIP Selected",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_AUTO_SELECTED,"Auto CIP Selected",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_AUTO_MONTHLY_SELECTED,"Auto Monthly CIP Selected",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_AUTO_SHORT_SELECTED,"Auto Short CIP Selected",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STEP_REPEAT_PULSE,"STEP REPEAT PULSE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STEP_REPEAT,"STEP REPEAT",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_TOO_LONG_BIT,"CIP TOO LONG BIT TO SCADA",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LA500,"ALARM ACKNOWLEDGE LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROCESS_START_DI,"PROCESS BUTTON LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LA502,"CIP BUTTON LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_EXCEPTION_PROD_PURGE_DI,"PRODUCTION PURGE - SUSPEND ON",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LA504,"STERILE TANK HOT WATER VALVE LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LA505,"VOTATOR FEED PUMP EAST LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_IND_P118,"VOTATOR FEED PUMP WEST LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_IND_VAC_LIQ_LVL,"VACUUM/LIQUID LEVEL LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_IND_WATER_STERILIZATION,"WATER STERILIZATION TRANSITION LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_EXCEPTION_STER_TRANS_DI,"STER TRANSITION IND LIGHT - SUSPEND OFF",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_IND_GEL_STERILIZATION,"GELATIN STERILIZATION LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_IND_WATER_RINSE1,"WATER RINSE #1 LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_IND_CAUSTIC,"CAUSTIC/DETERGENT LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_IND_WATER_RINSE2,"WATER RINSE #2 LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LA514,"BALANCE TANK LEVEL ALARM LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LA515,"SEPARATOR LEVEL ALARM LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BTLOW,"B.T > 10%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_LEVEL_BALANCE_TK_DA,"BALANCE TANK LOW LEVEL <20%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BTGRTRTHAN25PERCENT,"B.T. > 25% "START P76"",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_LEVEL_BALANCE_TK_LOW,"BALANCE TANK LOW LEVEL <15%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BTGRTRTHAN55PERCENT,"B.T. > 55% "STOP P76"",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIPMINUSOVERFLOW,"BALANCE TANK CIP OVERFLOW",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_LEVEL_BALANCE_TK_ALARM,"STERILIZER BALANCE TANK LOW LEVEL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BTLOWACK,"BALANCE TANK LOW LEVEL ALARM CANCEL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BTHIGHALARM,"BALANCE TANK HIGH LEVEL ALARM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BTHIGHCANCEL,"BALANCE TANK HIGH LEVEL ALARM CANCEL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BT_LL_5PERCENT,"BALANCE TANK LOW 5%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BT_LVL,"B.T > 6%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BTK_LEVEL_75PERCENT,"BALANCE TANK LEVEL > 75%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BTLESSTHAN15PERCENT,"B.T. < 15%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,_BTGRTRTHAN30PERCENT," ",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PROC_CHEM_START_DI,"Batch Start Gelly on belt "CIP timming Report"",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LLST,"LOW LEVEL STERILE TANK >10%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STERIL_TK_25,"Steril TK > 25%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,MLST,"MID LEVEL STERILE TANK >15%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STK_25PERCENT,"Steril Tank >30%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,HLST,"HIGH LEVEL STERILE TANK >80%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STK_35PERCENT,"Steril Tank >35%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STLOWALARM,"STERILE TANK LOW LEVEL ALARM <6%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STLOWACK,"STERILE TANK LOW LEVEL ALARM CANCEL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STHIGHALARM,"STERILE TANK HIGH ALARM >90%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STHIGHCANCEL,"STERILE TANK HIGH LEVEL ALARM CANCEL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_LVL_8PERCENT,"STER TK < 8% "Open V77 to clean out Chemetator"",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,VERYMINUSLOWMINUSLEVEL,"RESET VOTATOR LOW LEVEL STERILE TANK 3%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STTKLESS90PERCENT,"STERILE TANK LEVEL LESS THAN 90%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STTKHIGH85PERCENT,"STERILE TANK LEVEL greater than 85%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STKLEVELGRTRTHAN95PERCENT,"STERILE TANK LEVEL MORE THAN 95%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,HIGHPRESSW,"HIGH PRESSURE SWITCH ALARM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,PRESWAK,"PRESURE ALARM ACK",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LOWTEMPALARM,"LOW TEMP. ALARM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LOWTEMPACK,"LOW TEMPERATURE ALARM ACKNOWLEDGE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SEPLEVELALARM,"SEPARATOR LEVEL ALARM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SEPALARMACK,"SEPARATOR LEVEL ALARM ACK.",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,VACUUMALARM,"LOW VACUUM ALARM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,VACUUMALARACK,"VACUUM ALARM ACK.",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BALANCE_TANK_35,"Balance Tank > 35%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BALANCE_TANK_45,"Balance Tank > 45%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_VSD_FAULT_ALARM,"STER_PUMPS_VSD_FAULT",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,VSDALARMACK,"VSD ALARM ACKNOWLEDGE",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BALANCE_TANK_LEVEL_13,"Balance Tank level >13% durring water Steriliza...",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BT_30,"BT > 30%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BT_6,"BT < 6%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_LEVEL_ALARM,"STERILE TANK LOW LEVEL",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STLOWLEVELRES,"STERILE TANK LOW LEVEL ALARM RESET <8%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BT_35PERCENT,"BALANC TANK LEVEL >35%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BALANCE_TANK_LEVEL,"BALANCE TANK LEVEL > 68%",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_TOGGLE_SWITCH_ALERT,"Sterilizer Panel Toggle Switch in MAN",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_RECLAIM_PUMP_TRIPPED,"Chemetator Recovery Tank Pump Overload",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_RECLAIM_TANK_LEVEL,"Chemetator Recovery Tank HI Level",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,PROCESS_RUNNING,"Process Running",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,SHUT_DOWN_IN_PROGRESS,"Shut Down in Progress",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_IN_PROGRESS,"CIP in Progress",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CHEMETATOR_PARKED,"Chemetator Parked",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,UNKNOWN_STATE_CRASHED,"Unknown State / Crashed",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_TOO_LONG,"CIP TOO LONG",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_PH_SFTK_INTLK,"SFTK Interlock to Sterilzer for CIP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_508,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BCDHASH4,"COMMUNICATION TO 2ND OMRON PLC",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BCDHASH3,"COMMUNICATION TO 2ND OMRON PLC",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BCDHASH2,"COMMUNICATION TO 2ND OMRON PLC",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Sterilizer_ADDR_510,,DINT,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LA600,"STERILE TANK LEVEL ALARM",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LA601,"VARIABLE SPED DRIVE FAULT LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_IND_ACID,"ACID WASH LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_IND_WATER_RINSE3,"WATER RINSE #3 LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LA604,"LOW TEMPERATURE ALARM LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,LA605,"HIGH PRESSURE ALARM LAMP",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V111,"CIP RETURN TO STERILE TANK V111",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V112,"CIP REtURN TO DRAIN V112",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_V113,"Vert. Condenser Drain Valve",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BIT609,"2 LINE DISPLAY BIT#0",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BIT610,"2 LINE DISPLAY BIT#1",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BIT611,"2 LINE DISPLAY BIT#2",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BIT612,"2 LINE DISPLAY BIT#3",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BIT613,"2 LINE DISPLAY BIT#4",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BIT614,"2 LINE DISPLAY BIT#5",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BIT615,"2 LINE DISPLAY BIT#6",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BELLMINUSPULSE2_STATUS,"2 PULSES",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,BELLMINUSPULSE4_STATUS,"4 PULSES",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,VERT_CONDENSER_CIP_COUNTER,"Vert. Condenser CIP Counter",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,CNTP207_STATUS,"COUNTER P207",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,CNTP208_STATUS,"COUNTER P208",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,STERILMINUSTKMINUSWATER_STATUS,"STERILE TANK WATER CTRL",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,CIPMINUSPULSEMINUSINDEX_STATUS,"INDEX FOR CIP PULSATION",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,CNTP207_PV,"COUNTER P207",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,CNTP208_PV,"COUNTER P208",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STERILMINUSTKMINUSWATER_PV,"STERILE TANK WATER CTRL",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Tag_1H45M_COUNTER,"1H45m Counter",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,CIP_DURATION_COUNTER,"CIP Duration Counter",COUNTER,,"(Constant := false, ExternalAccess := Read/Write)"
TAG,,CIPMINUSPULSEMINUSINDEX_PV,"INDEX FOR CIP PULSATION",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C1LL,"LOWER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C1UL,"UPPER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C2LL,"LOWER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C2UL,"UPPERLIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C3LL,"LOWER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C3UL,"UPPER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C4LL,"LOWER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC1C4UL,"UPPER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C1LL,"LOWER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C1UL,"UPPER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C2LL,"LOWER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C2UL,"UPPER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C3LL,"LOWER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C3UL,"UPPER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C4LL,"LOWER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,AC2C4UL,"UPPER LIMIT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,CONDUCTIVITY,"Conductivity Scaled 0 - 99.99 ms/cm (0 - 9999)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STERILIZER_RUNNING_STATUS,"2'=S/D, 3=CIP, 4=Park, 5=CIP>Target, 6=??'",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_TR74_BEFORE_LOOP,"STERILE LOOP TEMP (Before Loop)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_TR74_STPT_AI,"TR74 SETPOINT",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_VAC,"STERILIZER VACUUM LOW (PICA70)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_LEVEL_SEP,"SEPARATOR LEVEL",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_LEVEL_SEP_STPT_AI,"SEPARATOR LEVEL",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_FLOW_PASSTHRU,"Sterilizer Flowrate to Chemetaor PLC",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,STER_TO_DRIER_CIP_STEP,"CIP SQUENCE TO DRIER PLC TO SET P117 P66 SPEED",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,CIPMINUSPULSATION,"CIP PULSATION REFERENCE",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,V411PULSE,"TO KEEP THE STERILE TANK SPRAY VALVE OPEN FOR 6...",BOOL,,"(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
