address,real_address,prefix,number,tagname,description,tag_type,Source,SCADA_tagname
D32254,D32254,D,32254,PRT2_POSTW4_WATER_SP,"""PRT2 PostW4 Water SP""",DINT,BOTH,"['N_PRE_PRT2_POSTW4_WATER_SP', 'N_PRE_PRT2_POSTW4_WATER_SP_AI', 'N_PRE_PRT2_POSTW4_WATER_SP_AO']"
D32256,D32256,D,32256,PRT2_POSTW4_WTOT,"""PRT2 PostW4 Water Total""",DINT,BOTH,"['N_PRE_PRT2_POSTW4_WTOT', 'N_PRE_PRT2_POSTW4_WTOT_AI', 'N_PRE_PRT2_POSTW4_WTOT_AO']"
D32257,D32257,D,32257,EXT_ADDR_D32257,,BOOL,PLC,[]
D32258,D32258,D,32258,PRT2_POSTW4_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_POSTW4_2_TIME_SP1_AI', 'N_PRE_POSTW4_2_TIME_SP1', 'N_PRE_POSTW4_2_TIME_SP1_AO']"
D32260,D32260,D,32260,PRT2_POSTWI_CAUSTIC_SP,"""PRT2 PostWI Caustic SP""",REAL,BOTH,"['N_PRE_POSTW1_2_CAUSTIC_SP', 'N_PRE_POSTW1_2_CAUSTIC_AO']"
D32261,D32261,D,32261,PRT2_POSTWII_CAUSTIC_SP,"""PRT2 PostWII Caustic SP""",REAL,BOTH,"['N_PRE_POSTW2_2_CAUSTIC_SP', 'N_PRE_POSTW2_2_CAUSTIC_AO']"
D32262,D32262,D,32262,PRT2_POSTWIII_CAUSTIC_SP,"""PRT2 PostWIII Caustic SP""",REAL,BOTH,"['N_PRE_POSTW3_2_CAUSTIC_SP', 'N_PRE_POSTW3_2_CAUSTIC_AO']"
D32264,D32264,D,32264,PRT2_POSTWI_CAUSTIC_TOTAL,"""PRT2 PostWI Caustic Total""",REAL,BOTH,['N_PRE_POSTW1_2_CAUSTIC_TOT']
D32265,D32265,D,32265,PRT2_POSTWII_CAUSTIC_TOTAL,"""PRT2 PostWII Caustic Total""",REAL,BOTH,['N_PRE_POSTW2_2_CAUSTIC_TOT']
D32266,D32266,D,32266,PRT2_POSTWIII_CAUSTIC_TOTAL,"""PRT2 PostWIII Caustic Total""",REAL,BOTH,['N_PRE_POSTW3_2_CAUSTIC_TOT']
D32290,D32290,D,32290,PRT2_ACID_DRAIN_4,"""PRT2 Acid Drain 4 min Time""",REAL,PLC,[]
D32300,D32300,D,32300,PRT3_STEP,"""Step Word (Counter)""",DINT,BOTH,"['N_PRE_POSTW4_3_STEP', 'N_PRE_PREWASH_3_STEP', 'N_PRE_3_RESET', 'N_PRE_ACID_3_STEP', 'N_PRE_POSTW3_3_STEP', 'N_PRE_DROP_EXT_3_STEP', 'N_PRE_STEP_P3', 'N_PRE_RIND_DROP_3_STEP', 'N_PRE_POSTW1_3_STEP', 'N_PRE_POSTW2_3_STEP', 'N_PRE_STEP_P3_AO']"
D32301,D32301,D,32301,PRT3_SEQ_TIM_PRE,"""Time Preset Value""",REAL,BOTH,"['N_PRE_PRT3_SEQ_TIM_PRE_AI', 'N_PRE_PRT3_SEQ_TIM_PRE', 'N_PRE_PRT3_SEQ_TIM_PRE_AO']"
D32302,D32302,D,32302,LIT_3001_AI,"""RHT3 Level Transmitter""",REAL,BOTH,"['CHP_LIT_3001_AI', 'N_PRE_LIT_3001_AI', 'N_PRE_LIT_3001_AA']"
D32304,D32304,D,32304,LIT_3002_AI,"""PRT3 Level Transmitter""",REAL,BOTH,['N_PRE_LIT_3002_AI']
D32305,D32305,D,32305,PRT3_PREVIOUS_ACID_SP,"""PRT3 Previous Acid SP""",REAL,PLC,[]
D32306,D32306,D,32306,PRT3_AD_TOTAL,"""PRT3 Total Acid""",DINT,BOTH,"['N_PRE_PRT3_AD_TOTAL', 'N_PRE_PRT3_AD_TOTAL_AI', 'N_PRE_PRT3_AD_TOTAL_AO']"
D32307,D32307,D,32307,EXT_ADDR_D32307,,BOOL,PLC,[]
D32308,D32308,D,32308,PRT3_WATER_TOTAL,"""PRT3 Total Water""",DINT,BOTH,"['N_PRE_WATER_3_TOTAL', 'N_PRE_WATER_3_TOTAL_AI', 'N_PRE_WATER_3_TOTAL_AO']"
D32309,D32309,D,32309,EXT_ADDR_D32309,,BOOL,PLC,[]
D32310,D32310,D,32310,PRT3_EMPTY_SP,"""Empty Level SP""",REAL,BOTH,"['N_PRE_DROP_EXT_P3_LVL_SP', 'N_PRE_DROP_EXT_P3_LVL_SP_AI', 'N_PRE_DROP_EXT_P3_LVL_SP_AO']"
D32311,D32311,D,32311,RHT3_EMPTY_SP,"""Empty Level SP""",REAL,BOTH,"['N_PRE_RIND_DROP_P3_LVL_SP_AI', 'N_PRE_RHT3_EMPTY_SP_AI', 'N_PRE_RHT3_EMPTY_SP', 'N_PRE_RHT3_EMPTY_SP_AO']"
D32312,D32312,D,32312,PRT3_DROPWASHTIME_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_RIND_DROP_3_TIME_SP_AI', 'N_PRE_RIND_DROP_3_TIME_SP', 'N_PRE_RIND_DROP_3_TIME_SP_AO']"
D32314,D32314,D,32314,PRT3_PREWASH_WATER_SP,"""Water Liters SP""",DINT,BOTH,"['N_PRE_PREWASH_3_WATER_SP', 'N_PRE_PREWASH_3_WATER_SP_AI', 'N_PRE_PREWASH_3_WATER_SP_AO']"
D32316,D32316,D,32316,PRT3_PREWASH_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_PREWASH_3_TIME_SP1', 'N_PRE_PREWASH_3_TIME_SP1_AI', 'N_PRE_PREWASH_3_TIME_SP1_AO']"
D32317,D32317,D,32317,PRT3_PREWASH_DRAIN_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_PREWASH_3_TIME_SP2', 'N_PRE_PREWASH_3_TIME_SP2_AI', 'N_PRE_PREWASH_3_TIME_SP2_AO']"
D32318,D32318,D,32318,PRT3_AD_SP,"""PRT3 Acid SP""",REAL,BOTH,"['N_PRE_PRT3_AD_SP', 'N_PRE_PRT3_AD_SP_AI', 'N_PRE_PRT3_AD_SP_AO', 'N_PRE_ACID_3_VOL_SP_SIM_CA_AO']"
D32319,D32319,D,32319,PRT3_ACID_SP_SCADA,"""PRT3 ACID SP SCADA""",REAL,BOTH,['N_PRE_ACID_3_VOL_SP']
D32320,D32320,D,32320,PRT3_ACID_WATER_SP,"""PRT3Water SP""",DINT,BOTH,"['N_PRE_ACID_3_WATER_SP', 'N_PRE_ACID_3_WATER_SP_AI']"
D32322,D32322,D,32322,PRT3_ACID_DRAIN_SP,"""Acid Drain Preset""",REAL,BOTH,"['N_PRE_ACID_3_TIME_SP2', 'N_PRE_ACID_3_TIME_SP2_AI', 'N_PRE_ACID_3_TIME_SP2_AO']"
D32323,D32323,D,32323,PRT3_POSTWI_DRAIN_SP,"""PostWI Drain Preset""",REAL,BOTH,"['N_PRE_POSTW1_3_TIME_SP2', 'N_PRE_POSTW1_3_TIME_SP2_AI', 'N_PRE_POSTW1_3_TIME_SP2_AO']"
D32324,D32324,D,32324,PRT3_POSTWII_DRAIN_SP,"""PostWII Drain Preset""",REAL,BOTH,"['N_PRE_POSTW2_3_TIME_SP2', 'N_PRE_POSTW2_3_TIME_SP2_AI', 'N_PRE_POSTW2_3_TIME_SP2_AO']"
D32325,D32325,D,32325,PRT3_POSTWIII_DRAIN_SP,"""PostWIII Drain Preset""",REAL,BOTH,"['N_PRE_POSTW3_3_TIME_SP2_AI', 'N_PRE_POSTW3_3_TIME_SP2', 'N_PRE_POSTW3_3_TIME_SP2_AO']"
D32326,D32326,D,32326,PRT3_POSTWI_WATER_SP,"""PRT3 PostWI Water SP""",DINT,BOTH,"['N_PRE_PRT3_POSTWI_WATER_SP_AI', 'N_PRE_PRT3_POSTWI_WATER_SP', 'N_PRE_PRT3_POSTWI_WATER_SP_AO']"
D32328,D32328,D,32328,PRT3_POSTWII_WATER_SP,"""PRT3 PostWII Water SP""",DINT,BOTH,"['N_PRE_PRT3_POSTWII_WATER_SP_AI', 'N_PRE_PRT3_POSTWII_WATER_SP', 'N_PRE_PRT3_POSTWII_WATER_SP_AO']"
D32330,D32330,D,32330,PRT3_POSTWIII_WATER_SP,"""PRT3 PostWIII Water SP""",DINT,BOTH,['N_PRE_PRT3_POSTWIII_WATER_SP']
D32332,D32332,D,32332,PRT3_PREWASH_WTOT,"""PreWash Water Total""",DINT,BOTH,"['N_PRE_PRT3_PREWASH_WTOT_AI', 'N_PRE_PRT3_PREWASH_WTOT', 'N_PRE_PRT3_PREWASH_WTOT_AO']"
D32333,D32333,D,32333,EXT_ADDR_D32333,,BOOL,PLC,[]
D32334,D32334,D,32334,PRT3_ACID_WTOT,"""Acid Water Total""",DINT,BOTH,"['N_PRE_PRT3_ACID_WTOT', 'N_PRE_PRT3_ACID_WTOT_AI', 'N_PRE_PRT3_ACID_WTOT_AO']"
D32335,D32335,D,32335,EXT_ADDR_D32335,,BOOL,PLC,[]
D32336,D32336,D,32336,PRT3_POSTWI_WTOT,"""PostW I Water Total""",DINT,BOTH,"['N_PRE_PRT3_POSTWI_WTOT_AI', 'N_PRE_PRT3_POSTWI_WTOT', 'N_PRE_PRT3_POSTWI_WTOT_AO']"
D32337,D32337,D,32337,EXT_ADDR_D32337,,BOOL,PLC,[]
D32338,D32338,D,32338,PRT3_POSTWII_WTOT,"""PostW II Water Total""",DINT,BOTH,"['N_PRE_PRT3_POSTWII_WTOT_AI', 'N_PRE_PRT3_POSTWII_WTOT', 'N_PRE_PRT3_POSTWII_WTOT_AO']"
D32339,D32339,D,32339,EXT_ADDR_D32339,,BOOL,PLC,[]
D32340,D32340,D,32340,PRT3_POSTWIII_WTOT,"""PostW III Water Total""",DINT,BOTH,"['N_PRE_PRT3_POSTWIII_WTOT_AI', 'N_PRE_PRT3_POSTWIII_WTOT', 'N_PRE_PRT3_POSTWIII_WTOT_AO']"
D32341,D32341,D,32341,EXT_ADDR_D32341,,BOOL,PLC,[]
D32343,D32343,D,32343,LIT_3001_HIGH_SP,"""High SP""",REAL,BOTH,['N_PRE_LIT_3001_HIGH_SP']
D32345,D32345,D,32345,LIT_3002_HIGH_SP,"""High SP""",REAL,BOTH,['N_PRE_LIT_3002_HIGH_SP']
D32346,D32346,D,32346,PRT3_POSTWI_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_POSTW1_3_TIME_SP1', 'N_PRE_POSTW1_3_TIME_SP1_AI', 'N_PRE_POSTW1_3_TIME_SP1_AO']"
D32347,D32347,D,32347,PRT3_POSTWII_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_POSTW2_3_TIME_SP1', 'N_PRE_POSTW2_3_TIME_SP1_AI', 'N_PRE_POSTW2_3_TIME_SP1_AO']"
D32348,D32348,D,32348,PRT3_POSTWIII_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_POSTW3_3_TIME_SP1_AI', 'N_PRE_POSTW3_3_TIME_SP1', 'N_PRE_POSTW3_3_TIME_SP1_AO']"
D32350,D32350,D,32350,PRT3_ACID_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_ACID_3_TIME_SP1', 'N_PRE_ACID_3_TIME_SP1_AI', 'N_PRE_ACID_3_TIME_SP1_AO']"
D32352,D32352,D,32352,PRT3_TIM_RMG,"""PRT3 Time Remaining""",REAL,BOTH,"['N_PRE_TIME_REMAINING_P3_AI', 'N_PRE_TIME_REMAINING_P3', 'N_PRE_TIME_REMAINING_P3_AO']"
D32354,D32354,D,32354,PRT3_POSTW4_WATER_SP,"""PRT3 PostW4 Water SP""",DINT,BOTH,"['N_PRE_PRT3_POSTW4_WATER_SP_AI', 'N_PRE_PRT3_POSTW4_WATER_SP', 'N_PRE_PRT3_POSTW4_WATER_SP_AO']"
D32356,D32356,D,32356,PRT3_POSTW4_WTOT,"""PRT3 PostW4 Water Total""",DINT,BOTH,"['N_PRE_PRT3_POSTW4_WTOT_AI', 'N_PRE_PRT3_POSTW4_WTOT', 'N_PRE_PRT3_POSTW4_WTOT_AO']"
D32357,D32357,D,32357,EXT_ADDR_D32357,,BOOL,PLC,[]
D32358,D32358,D,32358,PRT3_POSTW4_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_POSTW4_3_TIME_SP1_AI', 'N_PRE_POSTW4_3_TIME_SP1', 'N_PRE_POSTW4_3_TIME_SP1_AO']"
D32360,D32360,D,32360,PRT3_POSTWI_CAUSTIC_SP,"""PRT3 PostWI Caustic SP""",REAL,BOTH,"['N_PRE_POSTW1_3_CAUSTIC_SP', 'N_PRE_POSTW1_3_CAUSTIC_AO']"
D32361,D32361,D,32361,PRT3_POSTWII_CAUSTIC_SP,"""PRT3 PostWII Caustic SP""",REAL,BOTH,"['N_PRE_POSTW2_3_CAUSTIC_SP', 'N_PRE_POSTW2_3_CAUSTIC_AO']"
D32362,D32362,D,32362,PRT3_POSTWIII_CAUSTIC_SP,"""PRT3 PostWIII Caustic SP""",REAL,BOTH,"['N_PRE_POSTW3_3_CAUSTIC_SP', 'N_PRE_POSTW3_3_CAUSTIC_AO']"
D32364,D32364,D,32364,PRT3_POSTWI_CAUSTIC_TOTAL,"""PRT3 PostWI Caustic Total""",REAL,BOTH,['N_PRE_POSTW1_3_CAUSTIC_TOT']
D32365,D32365,D,32365,PRT3_POSTWII_CAUSTIC_TOTAL,"""PRT3 PostWII Caustic Total""",REAL,BOTH,['N_PRE_POSTW2_3_CAUSTIC_TOT']
D32366,D32366,D,32366,PRT3_POSTWIII_CAUSTIC_TOTAL,"""PRT3 PostWIII Caustic Total""",REAL,BOTH,['N_PRE_POSTW3_3_CAUSTIC_TOT']
D32390,D32390,D,32390,PRT3_ACID_DRAIN_4,"""PRT3 Acid Drain 4 min Time""",REAL,PLC,[]
D32400,D32400,D,32400,FIT_121_AI,"""Acid Day Tank Flow Meter""",REAL,BOTH,"['N_PRE_ACID_FLOW_CALC', 'N_PRE_ACID_FLOW_CALC_AI', 'N_PRE_LIT_120_AI', 'N_PRE_ACID_FLOW_CALC_AO']"
D32401,D32401,D,32401,FIT_120_AI,"""Acid Water Flow Meter""",REAL,BOTH,"['N_PRE_FIT120_AI', 'N_PRE_FIT120_RIK', 'N_PRE_FIT_120_AI']"
D32402,D32402,D,32402,LIT_120_AI_NEW,"""New Level""",REAL,BOTH,"['N_PRE_LIT_120_AI_NEW', 'N_PRE_LIT_120_AI_NEW_AI', 'N_PRE_LIT_120_AI_NEW_AO']"
D32403,D32403,D,32403,LIT_120_AI_OLD,"""Old Level""",REAL,BOTH,"['N_PRE_LIT_120_AI_OLD', 'N_PRE_LIT_120_AI_OLD_AI', 'N_PRE_LIT_120_AI_OLD_AO']"
D32404,D32404,D,32404,LIT_120_AI_DIFF,"""Level Differential""",REAL,BOTH,"['N_PRE_LIT_120_AI_DIFF', 'N_PRE_LIT_120_AI_DIFF_AI', 'N_PRE_LIT_120_AI_DIFF_AO']"
D32405,D32405,D,32405,ACID_FLOW_CALC,"""Total Acid Calculated l/s""",REAL,BOTH,['N_PRE_ACID_FLOW']
D32406,D32406,D,32406,EXT_ADDR_D32406,,BOOL,PLC,[]
D32407,D32407,D,32407,LIT_120_AI_IN,"""Acid Initial Tank Level""",REAL,BOTH,"['N_PRE_LIT_120_AI_IN', 'N_PRE_LIT_120_AI_IN_AI', 'N_PRE_LIT_120_AI_IN_AO']"
D32408,D32408,D,32408,ACID_TOT_CALC,"""Total Acid Calculated l""",REAL,BOTH,"['N_PRE_ACID_TOT_CALC', 'N_PRE_ACID_TOT_CALC_AI', 'N_PRE_ACID_TOT_CALC_BCD', 'N_PRE_ACID_TOT_CALC_AO']"
D32409,D32409,D,32409,EXT_ADDR_D32409,,BOOL,PLC,[]
D32410,D32410,D,32410,LIT_120_LOW_SP,"""Low SP""",REAL,BOTH,"['N_PRE_LIT_120_LOW_SP', 'N_PRE_LIT_120_LOW_SP_AI', 'N_PRE_LIT_120_LOW_SP_AO']"
D32411,D32411,D,32411,LIT_120_HIGH_SP,"""High SP""",REAL,BOTH,"['N_PRE_LIT_120_HIGH_SP', 'N_PRE_LIT_120_HIGH_SP_AI', 'N_PRE_LIT_120_HIGH_SP_AO']"
D32412,D32412,D,32412,FIT_120_LOW_SP,"""Low SP""",REAL,BOTH,"['N_PRE_FIT_120_LOW_SP', 'N_PRE_FIT_120_LOW_SP_AI', 'N_PRE_FIT_120_LOW_SP_AO']"
D32413,D32413,D,32413,FIT_120_HIGH_SP,"""High SP""",REAL,BOTH,"['N_PRE_FIT_120_HIGH_SP', 'N_PRE_FIT_120_HIGH_SP_AI', 'N_PRE_FIT_120_HIGH_SP_AO']"
D32414,D32414,D,32414,FIT_100_AI,"""Flow Meter Plant Caustic Supply""",REAL,BOTH,"['CAUSTIC_SYS_FIT_100_AI', 'CAUSTIC_SYS_TOTAL_TST']"
D32415,D32415,D,32415,FIT_1010_AI,"""Flow Meter Caustic Dosing""",REAL,BOTH,"['CAUSTIC_SYS_FIT_1010_AI', 'N_PRE_FIT_1010_AI', 'CAUSTIC_SYS_TOTAL_PRT_TST']"
D32416,D32416,D,32416,LIT_112_AI,"""DAF SLUDGE TANK""",REAL,BOTH,['CAUSTIC_SYS_LIT_112_AA']
D32417,D32417,D,32417,LIT_100_AI,"""New Caustic Level""",REAL,BOTH,"['CAUSTIC_SYS_LIT_100_AI', 'CAUSTIC_TK100_PASSTHRU', 'CAUSTIC_LIT_100_PCT', 'CAUSTIC_SYS_LIT_100', 'CAUSTIC_SYS_LIT_100_AA']"
D32418,D32418,D,32418,LIT_110_AI,"""Old Caustic Level""",REAL,BOTH,"['CAUSTIC_SYS_LIT_110_AI', 'CAUSTIC_TK110_PASSTHRU', 'CAUSTIC_LIT_110_PCT', 'CAUSTIC_SYS_LIT_110', 'CAUSTIC_SYS_LIT_110_AA']"
D32419,D32419,D,32419,FIT_110,"""Caustic to EFF Flow Meter""",REAL,BOTH,['CAUSTIC_SYS_FIT_110_AI']
D32420,D32420,D,32420,LIT_111_AI,"""SKIMMINGS TANK LEVEL %""",REAL,BOTH,"['N_PRE_FIT_1000_AI', 'CAUSTIC_SYS_LIT_111_AA']"
D32426,D32426,D,32426,FQI_121_MONTH_BUCKET,"""FQI-121 MONTH BUCKET""",REAL,PLC,[]
D32427,D32427,D,32427,EXT_ADDR_D32427,,BOOL,PLC,[]
D32428,D32428,D,32428,FQI_121_MONTHLY,"""FQI-121 MONTHLY""",REAL,PLC,[]
D32429,D32429,D,32429,EXT_ADDR_D32429,,BOOL,PLC,[]
D32430,D32430,D,32430,FLOW_FORMULA_2,"""Flow Meter Formula 2 D32430-D32439""",REAL,PLC,[]
D32431,D32431,D,32431,EXT_ADDR_D32431,,BOOL,PLC,[]
D32437,D32437,D,32437,SLUDGE_FIRST_OUT_ADDRESS,"""Sludge First Out Address""",REAL,PLC,[]
D32438,D32438,D,32438,EXT_ADDR_D32438,,BOOL,PLC,[]
D32440,D32440,D,32440,LEVEL_FORMULA_2,"""Flow Meter Formula 2 D32440-D32449""",REAL,PLC,[]
D32441,D32441,D,32441,EXT_ADDR_D32441,,BOOL,PLC,[]
D32442,D32442,D,32442,EXT_ADDR_D32442,,BOOL,PLC,[]
D32454,D32454,D,32454,DT_CAUSTIC_TOT_SP,"""Day Tank Caustic Total SP""",DINT,BOTH,"['CAUSTIC_SYS_DT_TOTAL_SP_AI', 'CAUSTIC_SYS_DT_TOTAL_SP']"
D32455,D32455,D,32455,EXT_ADDR_D32455,,BOOL,BOTH,['CAUSTIC_SYS_DT_TOTAL_SP_AO']
D32456,D32456,D,32456,DT_CAUSTIC_TOT,"""Day Tank Cautic Total""",REAL,BOTH,['CAUSTIC_SYS_DT_TOTAL_AI']
D32458,D32458,D,32458,EXT_ADDR_D32458,,BOOL,BOTH,['CAUSTIC_TO_AUTOJET']
D32460,D32460,D,32460,CAUSTIC_TOT_SP,"""Caustic SP liters""",REAL,BOTH,"['CAUSTIC_SYS_TOTAL_SP_AI', 'CAUSTIC_SYS_TOTAL_SP']"
D32462,D32462,D,32462,CAUSTIC_TOT,"""Caustic Total""",REAL,BOTH,['CAUSTIC_SYS_TOTAL_AI']
D32464,D32464,D,32464,CAUSTIC_TOTAL_MAIN,"""Total Caustic Pumped""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_MAIN']
D32465,D32465,D,32465,EXT_ADDR_D32465,,BOOL,PLC,[]
D32466,D32466,D,32466,CAUSTIC_TOTAL_AREA2,"""Caustic Total Area 2""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_PRT_AI']
D32470,D32470,D,32470,CAUSTIC_TOTAL_AREA4,"""Caustic Total Area""",DINT,PLC,[]
D32478,D32478,D,32478,CAUSTIC_TOTAL_AREA8,"""Caustic Total Area 2b (WF)""",DINT,PLC,[]
D32482,D32482,D,32482,CAUSTIC_TOTAL_M_AREA1,"""Caustic Monthly Total""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_M_AREA1']
D32483,D32483,D,32483,EXT_ADDR_D32483,,BOOL,PLC,[]
D32484,D32484,D,32484,CAUSTIC_TOTAL_M_AREA2,"""Caustic Monthly Total""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_M_AREA2']
D32485,D32485,D,32485,EXT_ADDR_D32485,,BOOL,PLC,[]
D32486,D32486,D,32486,CAUSTIC_TOTAL_M_AREA3,"""Caustic Monthly Total""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_M_AREA3']
D32487,D32487,D,32487,EXT_ADDR_D32487,,BOOL,PLC,[]
D32488,D32488,D,32488,CAUSTIC_TOTAL_M_AREA4,"""Caustic Monthly Total""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_M_AREA4']
D32489,D32489,D,32489,EXT_ADDR_D32489,,BOOL,PLC,[]
D32490,D32490,D,32490,CAUSTIC_TOTAL_M_AREA5,"""Caustic Monthly Total""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_M_AREA5']
D32491,D32491,D,32491,EXT_ADDR_D32491,,BOOL,PLC,[]
D32492,D32492,D,32492,CAUSTIC_TOTAL_M_AREA6,"""Caustic Monthly Total""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_M_AREA6']
D32493,D32493,D,32493,EXT_ADDR_D32493,,BOOL,PLC,[]
D32494,D32494,D,32494,CAUSTIC_TOTAL_M_AREA7,"""Caustic Monthly Total""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_M_AREA7']
D32495,D32495,D,32495,EXT_ADDR_D32495,,BOOL,PLC,[]
D32496,D32496,D,32496,CAUSTIC_TOTAL_M_AREA8,"""Caustic Monthly Total""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_M_AREA8']
D32497,D32497,D,32497,EXT_ADDR_D32497,,BOOL,PLC,[]
D32498,D32498,D,32498,CAUSTIC_TOTAL_M_AREA9,"""Caustic Monthly Total""",DINT,BOTH,['CAUSTIC_SYS_TOTAL_M_AREA9']
D32499,D32499,D,32499,EXT_ADDR_D32499,,BOOL,PLC,[]
D32500,D32500,D,32500,PRT4_STEP,"""Step Word (Counter)""",DINT,BOTH,"['N_PRE_POSTW4_4_STEP', 'N_PRE_PREWASH_4_STEP', 'N_PRE_POSTW3_4_STEP', 'N_PRE_4_RESET_P4', 'N_PRE_ACID_4_STEP', 'N_PRE_STEP_P4', 'N_PRE_DROP_EXT_4_STEP', 'N_PRE_RIND_DROP_4_STEP', 'N_PRE_POSTW1_4_STEP', 'N_PRE_POSTW2_4_STEP', 'N_PRE_STEP_P4_AO']"
D32501,D32501,D,32501,PRT4_SEQ_TIM_PRE,"""Time Preset Value""",REAL,BOTH,"['N_PRE_PRT4_SEQ_TIM_PRE_AI', 'N_PRE_PRT4_SEQ_TIM_PRE', 'N_PRE_PRT4_SEQ_TIM_PRE_AO']"
D32502,D32502,D,32502,LIT_4001_AI,"""RHT4 Level Transmitter""",REAL,BOTH,"['CHP_LIT_4001_AI', 'N_PRE_LIT_4001_AI', 'N_PRE_LIT_4001_AA']"
D32504,D32504,D,32504,LIT_4002_AI,"""PRT4 Level Transmitter""",REAL,BOTH,"['N_PRE_LIT_4002_AI', 'N_PRE_LIT_4002_AA']"
D32505,D32505,D,32505,PRT4_PREVIOUS_ACID_SP,"""PRT4 Previous Acid SP""",REAL,PLC,[]
D32506,D32506,D,32506,PRT4_AD_TOTAL,"""PRT4 Total Acid""",DINT,BOTH,"['N_PRE_PRT4_AD_TOTAL_AI', 'N_PRE_PRT4_AD_TOTAL', 'N_PRE_PRT4_AD_TOTAL_AO']"
D32507,D32507,D,32507,EXT_ADDR_D32507,,BOOL,PLC,[]
D32508,D32508,D,32508,PRT4_WATER_TOTAL,"""PRT4 Total Water""",DINT,BOTH,"['N_PRE_WATER_4_TOTAL', 'N_PRE_WATER_4_TOTAL_AI', 'N_PRE_WATER_4_TOTAL_AO']"
D32509,D32509,D,32509,EXT_ADDR_D32509,,BOOL,PLC,[]
D32510,D32510,D,32510,PRT4_EMPTY_SP,"""Empty Level SP""",REAL,BOTH,"['N_PRE_DROP_EXT_P4_LVL_SP', 'N_PRE_DROP_EXT_P4_LVL_SP_AI', 'N_PRE_DROP_EXT_P4_LVL_SP_AO']"
D32511,D32511,D,32511,RHT4_EMPTY_SP,"""Empty Level SP""",REAL,BOTH,"['N_PRE_RIND_DROP_P4_LVL_SP_AI', 'N_PRE_RHT4_EMPTY_SP_AI', 'N_PRE_RHT4_EMPTY_SP', 'N_PRE_RHT4_EMPTY_SP_AO']"
D32512,D32512,D,32512,PRT4_DROPWASHTIME_SP,"""Time Preset""",REAL,BOTH,['N_PRE_RIND_DROP_4_TIME_SP_P4']
D32514,D32514,D,32514,PRT4_PREWASH_WATER_SP,"""Water Liters SP""",DINT,BOTH,"['N_PRE_PREWASH_4_WATER_SP', 'N_PRE_PREWASH_4_WATER_SP_AI', 'N_PRE_PREWASH_4_WATER_SP_AO']"
D32516,D32516,D,32516,PRT4_PREWASH_AGT_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_PREWASH_4_TIME_SP1', 'N_PRE_PREWASH_4_TIME_SP1_AI', 'N_PRE_PREWASH_4_TIME_SP1_AO']"
D32517,D32517,D,32517,PRT4_PREWASH_DRAIN_SP,"""Time Preset""",REAL,BOTH,"['N_PRE_PREWASH_4_TIME_SP2', 'N_PRE_PREWASH_4_TIME_SP2_AI', 'N_PRE_PREWASH_4_TIME_SP2_AO']"
D32518,D32518,D,32518,PRT4_AD_SP,"""PRT4 Acid SP""",REAL,BOTH,"['N_PRE_PRT4_AD_SP_AI', 'N_PRE_PRT4_AD_SP', 'N_PRE_PRT4_AD_SP_AO', 'N_PRE_ACID_4_VOL_SP_SIM_CA_AO']"
D32519,D32519,D,32519,PRT4_ACID_SP_SCADA,"""PRT4 ACID SP SCADA""",REAL,BOTH,['N_PRE_ACID_4_VOL_SP']
D32520,D32520,D,32520,PRT4_ACID_WATER_SP,"""PRT4Water SP""",DINT,BOTH,"['N_PRE_ACID_4_WATER_SP', 'N_PRE_ACID_4_WATER_SP_AI']"
D32522,D32522,D,32522,PRT4_ACID_DRAIN_SP,"""Acid Drain Preset""",REAL,BOTH,"['N_PRE_ACID_4_TIME_SP2', 'N_PRE_ACID_4_TIME_SP2_AI', 'N_PRE_ACID_4_TIME_SP2_AO']"
D32523,D32523,D,32523,PRT4_POSTWI_DRAIN_SP,"""PostWI Drain Preset""",REAL,BOTH,"['N_PRE_POSTW1_4_TIME_SP2', 'N_PRE_POSTW1_4_TIME_SP2_AI', 'N_PRE_POSTW1_4_TIME_SP2_AO']"
D32524,D32524,D,32524,PRT4_POSTWII_DRAIN_SP,"""PostWII Drain Preset""",REAL,BOTH,"['N_PRE_POSTW2_4_TIME_SP2', 'N_PRE_POSTW2_4_TIME_SP2_AI', 'N_PRE_POSTW2_4_TIME_SP2_AO']"
