[BLOCK TYPE,TAG,NEXT BLK,DESCRIPTION,INITIAL SCAN,SCAN TIME,SMOOTHING,I/O DEVICE,H/W OPTIONS,I/O ADDRESS,SIGNAL CONDITIONING,LOW EGU LIMIT,HIGH EGU LIMIT,EGU TAG,INITIAL A/M STATUS,ALARM ENABLE,ALARM AREA(S),LO LO ALARM LIMIT,LO ALARM LIMIT,HI ALARM LIMIT,HI HI ALARM LIMIT,ROC ALARM LIMIT,DEAD BAND,ALARM PRIORITY,ENABLE OUTPUT,SECURITY AREA 1,SECURITY AREA 2,SECURITY AREA 3,ALARM AREA 1,ALARM AREA 2,ALARM AREA 3,ALARM AREA 4,ALARM AREA 5,ALARM AREA 6,ALARM AREA 7,ALARM AREA 8,ALARM AREA 9,ALARM AREA 10,ALARM AREA 11,ALARM AREA 12,ALARM AREA 13,ALARM AREA 14,ALARM AREA 15,USER FIELD 1,USER FIELD 2,ESIG TYPE,ESIG ALLOW CONT USE,ESIG XMPT ALARM ACK,ESIG UNSIGNED WRITES,ESIG COMMENT REQUIRED,PDR Update Rate,PDR Access Time,PDR Deadband,PDR Latch,PDR Disable Output,PDR Array Length,Hist Description,Hist Collect,Hist Interval,Hist Offset,Hist Time Res,Hist Compress,Hist Deadband,Hist Comp Type,Hist Comp Time,Scale Enabled,Scale Clamping,Scale Use EGU,Scale Raw Low,Scale Raw High,Scale Low,Scale High,SHELVE ENABLE,SHELVE POLICY],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT3_MINLEVEL_WADDITION,,(NGC) Level %,ON,2,0,IGS,,ABR_Central.Central.EXT_N_PRE_PRT3_MINLEVEL_WADDITION,,0,100,%,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,100,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_POSTW2_4_TIME_SP2,,(NGC) PostWII Drain Preset,ON,2,0,IGS,,ABR_Central.Central.EXT_PRT4_POSTWII_DRAIN_SP,4BCD,0,9999,Min,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT3_ACID_WTOT_AI,,PRT3 Acid Wash Water Total (L),ON,1,0,IGS,,ABR_Central.Central.EXT_PRT3_ACID_WTOT,,0,99999,L,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,NO,A,NONE,NONE,,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT3 Acid Wash Water Total (L) (F_CV),YES,10000,3,Milliseconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,99999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_POSTW2_4_TIME_SP2_AI,,PostWII Drain Preset,ON,1,0,IGS,,ABR_Central.Central.EXT_PRT4_POSTWII_DRAIN_SP,4BCD,0,9999,Min,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,NO,A,NONE,NONE,,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT3_AD_SP,,(NGC) PRT3 Acid SP,ON,2,0,IGS,,ABR_Central.Central.EXT_PRT3_AD_SP,,0,100,L,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,100,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT3_AD_SP_AI,,PRT3 Acid SP,ON,1,0,IGS,,ABR_Central.Central.EXT_PRT3_AD_SP,,0,100,L,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,NO,A,NONE,NONE,,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,100,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_PUSH_BUTTON_ANALOG,,,ON,3,0,IGS,,ABR_Central.Central.EXT_PUSH_BUTTON_ANALOG,,0,999.9,bar,AUTO,DISABLE,NONE,0,0,999.9,999.9,0,50,LOW,YES,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,999.9,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT3_AD_TOTAL,,(NGC) PRT3 Total Acid,ON,2,0,IGS,,ABR_Central.Central.EXT_PRT3_AD_TOTAL,,0,100,L,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT3 Total Acid,YES,10000,3,Milliseconds,DISABLE,0,Percentage,0,YES,NO,YES,0,10000,0,100,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT3_AD_TOTAL_AI,,PRT3 Total Acid,ON,1,0,IGS,,ABR_Central.Central.EXT_PRT3_AD_TOTAL,,0,100,L,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,NO,A,NONE,NONE,,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT3 Total Acid (F_CV),YES,10000,3,Milliseconds,DISABLE,0,Percentage,0,YES,NO,YES,0,10000,0,100,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_POSTW3_1_CAUSTIC_TOT,N_PRE_POSTW3_1_CAUSTIC_TOTAL,PRT1 POST W3 TOTAL CAUSTIC,ON,1,0,IGS,,ABR_Central.Central.EXT_PRT1_POSTWIII_CAUSTIC_TOTAL,,0,99999,,AUTO,DISABLE,NONE,0,0,99999,99999,0,5000,LOW,NO,A,NONE,NONE,B,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT1 POST W3 TOTAL CAUSTIC (F_CV),NO,1000,0,Seconds,DISABLE,0.05,Absolute,0,NO,NO,YES,0,65535,0,99999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_POSTW3_1_CAUSTIC_SP,,PRT1 POST W3 CAUSTIC S.P,ON,1,0,IGS,,ABR_Central.Central.EXT_PRT1_POSTWIII_CAUSTIC_SP,4BCD,0,100,,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT1 POST W3 CAUSTIC S.P (F_CV),YES,10000,3,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,100,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_POSTW4_3_TIME_SP2,,(NGC) PostW4 Drain Preset,ON,2,0,IGS,,ABR_Central.Central.EXT_N_PRE_POSTW4_3_TIME_SP2,4BCD,0,9999,Min,AUTO,DISABLE,NONE,0,0,100,100,0,5,LOW,YES,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_LIT4002_RIK,,Pretreatment Tank Level,ON,3,0,IGS,,ABR_Central.Central.EXT_N_PRE_LIT4002_RIK,4BCD,0,99.9,%,AUTO,DISABLE,NONE,0,0,99.9,99.9,0,0,LOW,NO,A,NONE,NONE,B,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,Pretreatment Tank Level,YES,10000,3,Milliseconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,99.9,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_CAUSTIC_TO_AUTOJET,USF_CAUSTIC_VOLUME,Caustic to Autojet for CIP,ON,1,0,IGS,,ABR_Central.Central.EXT_ADDR_D32458,,0,99.99,l,AUTO,DISABLE,NONE,0,0,99.99,99.99,0,5,LOW,NO,A,NONE,NONE,B,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,SCADA.CAUSTIC_SYS_DT_TOTAL_AI.F_CV,NO,1000,0,Seconds,DISABLE,0.5,Absolute,0,YES,NO,NO,0,9999,0,99.99,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_TEMP_12_DELTA,,EXT H/E 1&2 Outlet Inlet Delta,ON,3,0,IGS,,ABR_Central.Central.EXT_ADDR_D604,4BCD,0,9999,degF,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT1_PW2_TOT,,PRT1 Post Wash 2 Totalizer,ON,2,0,IGS,,ABR_Central.Central.EXT_ADDR_W30,,0,50,Occurences,AUTO,DISABLE,NONE,0,0,50,50,0,3,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT1 MTD EXTRA PW,YES,60000,0,Milliseconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,50,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT2_PW2_TOT,,PRT2 Post Wash 2 Totalizer,ON,2,0,IGS,,ABR_Central.Central.EXT_ADDR_W31,,0,50,Occurences,AUTO,DISABLE,NONE,0,0,50,50,0,3,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT2 MTD EXTRA PW,YES,60000,0,Milliseconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,50,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT3_PW2_TOT,,PRT3 Post Wash 2 Totalizer,ON,2,0,IGS,,ABR_Central.Central.EXT_ADDR_W32,,0,50,Occurences,AUTO,DISABLE,NONE,0,0,50,50,0,3,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT3 MTD EXTRA PW,YES,60000,0,Milliseconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,50,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT4_PW2_TOT,,PRT4 Post Wash 2 Totalizer,ON,2,0,IGS,,ABR_Central.Central.EXT_ADDR_W33,,0,50,Occurences,AUTO,DISABLE,NONE,0,0,50,50,0,3,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT4 MTD EXTRA PW,YES,60000,0,Milliseconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,50,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT1_PW2_PRV_TOT,,PRT1 Post Wash 2 Previous Total,ON,2,0,IGS,,ABR_Central.Central.EXT_ADDR_W34,,0,50,Occurences,AUTO,DISABLE,NONE,0,0,50,50,0,3,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT1 EXTRA PW (Previous),YES,300000,0,Milliseconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,50,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT2_PW2_PRV_TOT,,PRT2 Post Wash 2 Previous Total,ON,2,0,IGS,,ABR_Central.Central.EXT_ADDR_W35,,0,50,Occurences,AUTO,DISABLE,NONE,0,0,50,50,0,3,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT2 EXTRA PW (Previous),YES,5000,0,Milliseconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,50,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT3_PW2_PRV_TOT,,PRT3 Post Wash 2 Previous Total,ON,2,0,IGS,,ABR_Central.Central.EXT_ADDR_W36,,0,50,Occurences,AUTO,DISABLE,NONE,0,0,50,50,0,3,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT3 EXTRA PW (Previous),YES,300000,0,Milliseconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,50,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_N_PRE_PRT4_PW2_PRV_TOT,,PRT4 Post Wash 2 Previous Total,ON,2,0,IGS,,ABR_Central.Central.EXT_ADDR_W37,,0,50,Occurences,AUTO,DISABLE,NONE,0,0,50,50,0,3,LOW,NO,A,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,PRT4 EXTRA PW (Previous),YES,300000,0,Milliseconds,DISABLE,0,Percentage,0,NO,NO,YES,0,65535,0,50,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT1_3RD_COOK_TIME,,EXT#1 3rd Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_13COOKCNTR_STATUS_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT1_4TH_COOK_TIME,,EXT#1 4th Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_1COOK4CNTR_STATUS_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT2_4TH_COOK_TIME,,EXT#2 4th Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_2COOK4CNTR_STATUS_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT2_3RD_COOK_TIME,,EXT#2 3rd Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_EXTRACTOR_2_3RD_COOK_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT3_3RD_COOK_TIME,,EXT#3 3rd Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_3COOK3CNTR_STATUS_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT3_4TH_COOK_TIME,,EXT#3 4th Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_EXTRACTOR_3_4TH_COOK_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT4_3RD_COOK_TIME,,EXT#4 3rd Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_EXTRACTOR_4_3RD_COOK_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT4_4TH_COOK_TIME,,EXT#4 4th Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_EXTRACTOR_4_4TH_COOK_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT1_2ND_COOK_TIME,,EXT#1 2nd Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_12COOKCNTR_STATUS_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT1_1ST_COOK_TIME,,EXT#1 1st Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_11COOKCNTR_STATUS_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT2_1ST_COOK_TIME,,EXT#1 1st Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_11COOKCNTR_STATUS_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT3_1ST_COOK_TIME,,EXT#3 1st Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_3COOK1CNTR_STATUS_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT4_1ST_COOK_TIME,,EXT#4 1st Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_EXTRACTOR_4_1ST_COOK_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT2_2ND_COOK_TIME,,EXT#2 2nd Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_2COOK2CNTR_STATUS_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT3_2ND_COOK_TIME,,EXT#3 2nd Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_3COOK2CNTR_STATUS_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT4_2ND_COOK_TIME,,EXT#4 2nd Cook Time Remaining,ON,3,0,IGS,,ABR_Central.Central.EXT_EXTRACTOR_4_2ND_COOK_CTR,,0,9999,x10 mins,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT_TEMP_34_DELTA,,EXT H/E 3&4 Outlet Inlet Delta,ON,3,0,IGS,,ABR_Central.Central.EXT_ADDR_D605,4BCD,0,9999,degF,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT1_1ST_2HE_ON_TIME,EXT1_1ST_2HE_ON_TIME_MIN,EXT#1 1st Heatup Steam On Time (2 H/E),ON,1,0,IGS,,ABR_Central.Central.EXT_C0011_CTR,,0,9999,secs,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT2_1ST_2HE_ON_TIME,EXT2_1ST_2HE_ON_TIME_MIN,EXT#2 1st Heatup Steam On Time (2 H/E),ON,1,0,IGS,,ABR_Central.Central.EXT_C0012_CTR,,0,9999,secs,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,CP_EXT3_1ST_2HE_ON_TIME,EXT3_1ST_2HE_ON_TIME_MIN,EXT#3 1st Heatup Steam On Time (2 H/E),ON,1,0,IGS,,ABR_Central.Central.EXT_C0013_CTR,,0,9999,secs,AUTO,DISABLE,NONE,0,0,9999,9999,0,500,LOW,NO,NONE,NONE,NONE,ALL,,,,,,,,,,,,,,,,,NONE,YES,NO,REJECT,NO,1000,300000,0,NO,NO,0,,NO,5000,0,Milliseconds,DISABLE,0,Absolute,0,NO,NO,YES,0,65535,0,9999,DISABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
