address,real_address,prefix,number,tagname,description,tag_type,source,alias,SCADA_tagname
H5.05,H5.05,H,5.05,Tag_2DROP4STRT,"""_2DROP4STRT""",BOOL,BOTH,EXT_H_array[5].05,['EXT_2_4_ACTIVE_DROP_DI']
H5.06,H5.06,H,5.06,Tag_2DROP4CMPLT,"""_2DROP4CMPLT""",BOOL,BOTH,EXT_H_array[5].06,"['EXT_2_4_FINISH_DROP_DI', 'EXT_2_4_FINISH_DROP_DI_1', 'EXT_BATCH_RESET_2_DI']"
H5.07,H5.07,H,5.07,Tag_2SETL4CMPLT,"""_2SETL4CMPLT""",BOOL,BOTH,EXT_H_array[5].07,['EXT_2_4_FINISH_SET_DI']
H5.08,H5.08,H,5.08,Tag_2TRNSFR4STRT,"""_2TRNSFR4STRT""",BOOL,BOTH,EXT_H_array[5].08,['EXT_2_4_ACTIVE_TRAN_DI']
H5.09,H5.09,H,5.09,Tag_2TRNSFR4CMPT,"""_2TRNSFR4CMPT""",BOOL,BOTH,EXT_H_array[5].09,['EXT_2_4_FINISH_TRAN_DI']
H5.10,H5.10,H,5.10,Tag_2FILL4CMPLT,"""_2FILL4CMPLT""",BOOL,BOTH,EXT_H_array[5].10,['EXT_2_4_FINISH_FILL_DI']
H5.11,H5.11,H,5.11,Tag_2WF3START,"""EXT#2 3rd cook water fraction add start""",BOOL,BOTH,EXT_H_array[5].11,['EXT_2_3_ACTIVE_WF_FILL_DI']
H5.12,H5.12,H,5.12,Tag_2WF3ADDCMPLT,"""EXT#2 3rd cook water fraction add complete""",BOOL,BOTH,EXT_H_array[5].12,['EXT_2_3_FINISH_WF_FILL_DI']
H6,H6,H,6,EXT_ADDR_H6,,DINT,PLC,EXT_H_array[6],[]
H6.01,H6.01,H,6.01,Tag_3FILL1STRT,"""_3FILL1STRT""",BOOL,BOTH,EXT_H_array[6].01,['EXT_3_1_ACTIVE_FILL_DI']
H6.02,H6.02,H,6.02,Tag_3FILL1CMPLT,"""_3FILL1CMPLT""",BOOL,BOTH,EXT_H_array[6].02,['EXT_3_1_FINISH_FILL_DI']
H6.03,H6.03,H,6.03,Tag_3HEAT1STRT,"""_3HEAT1STRT""",BOOL,BOTH,EXT_H_array[6].03,"['EXT_3_1_ACTIVE_HU_DI', 'EXT_3_1_ACTIVE_HU_DI_1', 'EXT_3_1_ACTIVE_HU_DI_2']"
H6.04,H6.04,H,6.04,Tag_3HEAT1CMPLT,"""_3HEAT1CMPLT""",BOOL,BOTH,EXT_H_array[6].04,"['EXT_3_1_FINISH_HU_DI', 'EXT_3_1_FINISH_HU_DI_1']"
H6.05,H6.05,H,6.05,Tag_3COOK1CMPLT,"""_3COOK1CMPLT""",BOOL,BOTH,EXT_H_array[6].05,['EXT_3_1_FINISH_COOK_DI']
H6.06,H6.06,H,6.06,Tag_3DROP1STRT,"""_3DROP1STRT""",BOOL,BOTH,EXT_H_array[6].06,['EXT_3_1_ACTIVE_DROP_DI']
H6.07,H6.07,H,6.07,Tag_3DROP1CMPLT,"""_3DROP1CMPLT""",BOOL,BOTH,EXT_H_array[6].07,"['EXT_3_1_FINISH_DROP_DI', 'EXT_3_1_FINISH_DROP_DI_1']"
H6.08,H6.08,H,6.08,Tag_3SETL1CMPLT,"""_3SETL1CMPLT""",BOOL,BOTH,EXT_H_array[6].08,['EXT_3_1_FINISH_SET_DI']
H6.09,H6.09,H,6.09,Tag_3TRNSFR1STRT,"""_3TRNSFR1STRT""",BOOL,BOTH,EXT_H_array[6].09,['EXT_3_1_ACTIVE_TRAN_DI']
H6.10,H6.10,H,6.10,Tag_3TRNSFR1CMPLT,"""_3TRNSFR1CMPLT""",BOOL,BOTH,EXT_H_array[6].10,['EXT_3_1_FINISH_TRAN_DI']
H6.11,H6.11,H,6.11,Tag_3FILL2STRT,"""_3FILL2STRT""",BOOL,BOTH,EXT_H_array[6].11,['EXT_3_2_ACTIVE_FILL_DI']
H6.12,H6.12,H,6.12,Tag_3FILL2CMPLT,"""_3FILL2CMPLT""",BOOL,BOTH,EXT_H_array[6].12,['EXT_3_2_FINISH_FILL_DI']
H6.13,H6.13,H,6.13,Tag_3HEAT2STRT,"""_3HEAT2STRT""",BOOL,BOTH,EXT_H_array[6].13,"['EXT_3_2_ACTIVE_HU_DI', 'EXT_3_2_ACTIVE_HU_DI_1', 'EXT_3_2_ACTIVE_HU_DI_2']"
H6.14,H6.14,H,6.14,Tag_3HEAT2CMPLT,"""_3HEAT2CMPLT""",BOOL,BOTH,EXT_H_array[6].14,"['EXT_3_2_FINISH_HU_DI', 'EXT_3_2_FINISH_HU_DI_1']"
H6.15,H6.15,H,6.15,Tag_3COOK2CMPLT,"""_3COOK2CMPLT""",BOOL,BOTH,EXT_H_array[6].15,['EXT_3_2_FINISH_COOK_DI']
H7,H7,H,7,EXT_ADDR_H7,,DINT,PLC,EXT_H_array[7],[]
H7.00,H7.00,H,7.00,Tag_3DROP2STRT,"""_3DROP2STRT""",BOOL,BOTH,EXT_H_array[7].00,['EXT_3_2_ACTIVE_DROP_DI']
H7.01,H7.01,H,7.01,Tag_3DROP2CMPLT,"""_3DROP2CMPLT""",BOOL,BOTH,EXT_H_array[7].01,"['EXT_3_2_FINISH_DROP_DI', 'EXT_3_2_FINISH_DROP_DI_1']"
H7.02,H7.02,H,7.02,Tag_3SETL2CMPLT,"""_3SETL2CMPLT""",BOOL,BOTH,EXT_H_array[7].02,['EXT_3_2_FINISH_SET_DI']
H7.03,H7.03,H,7.03,Tag_3TRNSFR2STRT,"""_3TRNSFR2STRT""",BOOL,BOTH,EXT_H_array[7].03,['EXT_3_2_ACTIVE_TRAN_DI']
H7.04,H7.04,H,7.04,Tag_3TRNSFR2CMPLT,"""_3TRNSFR2CMPLT""",BOOL,BOTH,EXT_H_array[7].04,['EXT_3_2_FINISH_TRAN_DI']
H7.05,H7.05,H,7.05,Tag_3FILL3STRT,"""_3FILL3STRT""",BOOL,BOTH,EXT_H_array[7].05,['EXT_3_3_ACTIVE_FILL_DI']
H7.06,H7.06,H,7.06,Tag_3HEAT3STRT,"""_3HEAT3STRT""",BOOL,BOTH,EXT_H_array[7].06,"['EXT_3_3_ACTIVE_HU_DI', 'EXT_3_3_ACTIVE_HU_DI_1', 'EXT_3_3_ACTIVE_HU_DI_2']"
H7.07,H7.07,H,7.07,Tag_3HEAT3CMPLT,"""_3HEAT3CMPLT""",BOOL,BOTH,EXT_H_array[7].07,"['EXT_3_3_FINISH_HU_DI', 'EXT_3_3_FINISH_HU_DI_1']"
H7.08,H7.08,H,7.08,Tag_3COOK3CMPLT,"""_3COOK3CMPLT""",BOOL,BOTH,EXT_H_array[7].08,['EXT_3_3_FINISH_COOK_DI']
H7.09,H7.09,H,7.09,Tag_3DROP3STRT,"""_3DROP3STRT""",BOOL,BOTH,EXT_H_array[7].09,['EXT_3_3_ACTIVE_DROP_DI']
H7.10,H7.10,H,7.10,Tag_3DROP3CMPLT,"""_3DROP3CMPLT""",BOOL,BOTH,EXT_H_array[7].10,"['EXT_3_3_FINISH_DROP_DI', 'EXT_3_3_FINISH_DROP_DI_1']"
H7.11,H7.11,H,7.11,Tag_3SETL3CMPLT,"""_3SETL3CMPLT""",BOOL,BOTH,EXT_H_array[7].11,['EXT_3_3_FINISH_SET_DI']
H7.12,H7.12,H,7.12,Tag_3TRNSFR3STRT,"""_3TRNSFR3STRT""",BOOL,BOTH,EXT_H_array[7].12,['EXT_3_3_ACTIVE_TRAN_DI']
H7.13,H7.13,H,7.13,Tag_3TRNSFR3CMPLT,"""_3TRNSFR3CMPLT""",BOOL,BOTH,EXT_H_array[7].13,['EXT_3_3_FINISH_TRAN_DI']
H7.14,H7.14,H,7.14,Tag_3WFFILL4STRT,"""_3WFFILL4STRT""",BOOL,BOTH,EXT_H_array[7].14,['EXT_3_4_ACTIVE_WF_FILL_DI']
H7.15,H7.15,H,7.15,Tag_3WFADDCMPLT,"""_3WFADDCMPLT""",BOOL,BOTH,EXT_H_array[7].15,['EXT_3_4_FINISH_WF_FILL_DI']
H8,H8,H,8,EXT_ADDR_H8,,DINT,PLC,EXT_H_array[8],[]
H8.00,H8.00,H,8.00,Tag_3FILL4STRT,"""_3FILL4STRT""",BOOL,BOTH,EXT_H_array[8].00,['EXT_3_4_ACTIVE_FILL_DI']
H8.01,H8.01,H,8.01,Tag_3FILL4CMPLT,"""_3FILL4CMPLT""",BOOL,BOTH,EXT_H_array[8].01,['EXT_3_4_FINISH_FILL_DI']
H8.02,H8.02,H,8.02,Tag_3HEAT4STRT,"""_3HEAT4STRT""",BOOL,BOTH,EXT_H_array[8].02,"['EXT_3_4_ACTIVE_HU_DI', 'EXT_3_4_ACTIVE_HU_DI_1', 'EXT_3_4_ACTIVE_HU_DI_2']"
H8.03,H8.03,H,8.03,Tag_3HEAT4CMPLT,"""_3HEAT4CMPLT""",BOOL,BOTH,EXT_H_array[8].03,"['EXT_3_4_FINISH_HU_DI', 'EXT_3_4_FINISH_HU_DI_1']"
H8.04,H8.04,H,8.04,Tag_3COOK4CMPLT,"""_3COOK4CMPLT""",BOOL,BOTH,EXT_H_array[8].04,['EXT_3_4_FINISH_COOK_DI']
H8.05,H8.05,H,8.05,Tag_3DROP4STRT,"""_3DROP4STRT""",BOOL,BOTH,EXT_H_array[8].05,['EXT_3_4_ACTIVE_DROP_DI']
H8.06,H8.06,H,8.06,Tag_3DROP4CMPLT,"""_3DROP4CMPLT""",BOOL,BOTH,EXT_H_array[8].06,"['EXT_3_4_FINISH_DROP_DI', 'EXT_3_4_FINISH_DROP_DI_1', 'EXT_BATCH_RESET_3_DI']"
H8.07,H8.07,H,8.07,Tag_3SETL4CMPLT,"""_3SETL4CMPLT""",BOOL,BOTH,EXT_H_array[8].07,['EXT_3_4_FINISH_SET_DI']
H8.08,H8.08,H,8.08,Tag_3TRNSFR4STRT,"""_3TRNSFR4STRT""",BOOL,BOTH,EXT_H_array[8].08,['EXT_3_4_ACTIVE_TRAN_DI']
H8.09,H8.09,H,8.09,Tag_3TRNSFR4CMPLT,"""_3TRNSFR4CMPLT""",BOOL,BOTH,EXT_H_array[8].09,['EXT_3_4_FINISH_TRAN_DI']
H8.10,H8.10,H,8.10,Tag_3FILL3CMPLT,"""_3FILL3CMPLT""",BOOL,BOTH,EXT_H_array[8].10,['EXT_3_3_FINISH_FILL_DI']
H8.11,H8.11,H,8.11,Tag_3WF3START,"""EXT#3 3rd cook water fraction add start""",BOOL,BOTH,EXT_H_array[8].11,['EXT_3_3_ACTIVE_WF_FILL_DI']
H8.12,H8.12,H,8.12,Tag_3WF3ADDCMPLT,"""EXT#3 3rd cook water fraction add complete""",BOOL,BOTH,EXT_H_array[8].12,['EXT_3_3_FINISH_WF_FILL_DI']
H9,H9,H,9,EXT_ADDR_H9,,DINT,PLC,EXT_H_array[9],[]
H9.00,H9.00,H,9.00,Tag_4SETL3CMPLT,"""_4SETL3CMPLT""",BOOL,BOTH,EXT_H_array[9].00,['EXT_4_3_FINISH_SET_DI']
H9.01,H9.01,H,9.01,Tag_4FILL1STRT,"""_4FILL1STRT""",BOOL,BOTH,EXT_H_array[9].01,['EXT_4_1_ACTIVE_FILL_DI']
H9.02,H9.02,H,9.02,Tag_4FILL1CMPLT,"""_4FILL1CMPLT""",BOOL,BOTH,EXT_H_array[9].02,['EXT_4_1_FINISH_FILL_DI']
H9.03,H9.03,H,9.03,Tag_4HEAT1STRT,"""_4HEAT1STRT""",BOOL,BOTH,EXT_H_array[9].03,"['EXT_4_1_ACTIVE_HU_DI', 'EXT_4_1_ACTIVE_HU_DI_1', 'EXT_4_1_ACTIVE_HU_DI_2']"
H9.04,H9.04,H,9.04,Tag_4HEAT1CMPLT,"""_4HEAT1CMPLT""",BOOL,BOTH,EXT_H_array[9].04,"['EXT_4_1_FINISH_HU_DI', 'EXT_4_1_FINISH_HU_DI_1']"
H9.05,H9.05,H,9.05,Tag_4COOK1CMPLT,"""_4COOK1CMPLT""",BOOL,BOTH,EXT_H_array[9].05,['EXT_4_1_FINISH_COOK_DI']
H9.06,H9.06,H,9.06,Tag_4DROP1STRT,"""_4DROP1STRT""",BOOL,BOTH,EXT_H_array[9].06,['EXT_4_1_ACTIVE_DROP_DI']
H9.07,H9.07,H,9.07,Tag_4DROP1CMPLT,"""_4DROP1CMPLT""",BOOL,BOTH,EXT_H_array[9].07,"['EXT_4_1_FINISH_DROP_DI', 'EXT_4_1_FINISH_DROP_DI_1']"
H9.08,H9.08,H,9.08,Tag_4STLCMPLT,"""_4STLCMPLT""",BOOL,BOTH,EXT_H_array[9].08,['EXT_4_1_FINISH_SET_DI']
H9.09,H9.09,H,9.09,Tag_4TRNSFR1STRT,"""_4TRNSFR1STRT""",BOOL,BOTH,EXT_H_array[9].09,['EXT_4_1_ACTIVE_TRAN_DI']
H9.10,H9.10,H,9.10,Tag_4TRNSFR1CMPLT,"""_4TRNSFR1CMPLT""",BOOL,BOTH,EXT_H_array[9].10,['EXT_4_1_FINISH_TRAN_DI']
H9.11,H9.11,H,9.11,Tag_4FILL2STRT,"""_4FILL2STRT""",BOOL,BOTH,EXT_H_array[9].11,['EXT_4_2_ACTIVE_FILL_DI']
H9.12,H9.12,H,9.12,Tag_4FILL2CMPLT,"""_4FILL2CMPLT""",BOOL,BOTH,EXT_H_array[9].12,['EXT_4_2_FINISH_FILL_DI']
H9.13,H9.13,H,9.13,Tag_4HEAT2STRT,"""_4HEAT2STRT""",BOOL,BOTH,EXT_H_array[9].13,"['EXT_4_2_ACTIVE_HU_DI', 'EXT_4_2_ACTIVE_HU_DI_1', 'EXT_4_2_ACTIVE_HU_DI_2']"
H9.14,H9.14,H,9.14,Tag_4HEAT2CMPLT,"""_4HEAT2CMPLT""",BOOL,BOTH,EXT_H_array[9].14,"['EXT_4_2_FINISH_HU_DI', 'EXT_4_2_FINISH_HU_DI_1']"
H9.15,H9.15,H,9.15,Tag_4COOK2CMPLT,"""_4COOK2CMPLT""",BOOL,BOTH,EXT_H_array[9].15,['EXT_4_2_FINISH_COOK_DI']
H10,H10,H,10,EXT_ADDR_H10,,DINT,PLC,EXT_H_array[10],[]
H10.00,H10.00,H,10.00,Tag_4DROP2STRT,"""_4DROP2STRT""",BOOL,BOTH,EXT_H_array[10].00,['EXT_4_2_ACTIVE_DROP_DI']
H10.01,H10.01,H,10.01,Tag_4DROP2CMPLT,"""_4DROP2CMPLT""",BOOL,BOTH,EXT_H_array[10].01,"['EXT_4_2_FINISH_DROP_DI', 'EXT_4_2_FINISH_DROP_DI_1']"
H10.02,H10.02,H,10.02,Tag_4SETL2CMPLT,"""_4SETL2CMPLT""",BOOL,BOTH,EXT_H_array[10].02,['EXT_4_2_FINISH_SET_DI']
H10.03,H10.03,H,10.03,Tag_4TRNSFR2STRT,"""_4TRNSFR2STRT""",BOOL,BOTH,EXT_H_array[10].03,['EXT_4_2_ACTIVE_TRAN_DI']
H10.04,H10.04,H,10.04,Tag_4TRNSFR2CMPLT,"""_4TRNSFR2CMPLT""",BOOL,BOTH,EXT_H_array[10].04,['EXT_4_2_FINISH_TRAN_DI']
H10.05,H10.05,H,10.05,Tag_4FILL3STRT,"""_4FILL3STRT""",BOOL,BOTH,EXT_H_array[10].05,['EXT_4_3_ACTIVE_FILL_DI']
H10.06,H10.06,H,10.06,Tag_4HEAT3STRT,"""_4HEAT3STRT""",BOOL,BOTH,EXT_H_array[10].06,"['EXT_4_3_ACTIVE_HU_DI', 'EXT_4_3_ACTIVE_HU_DI_1', 'EXT_4_3_ACTIVE_HU_DI_2']"
H10.07,H10.07,H,10.07,Tag_4HEAT3CMPLT,"""_4HEAT3CMPLT""",BOOL,BOTH,EXT_H_array[10].07,"['EXT_4_3_FINISH_HU_DI', 'EXT_4_3_FINISH_HU_DI_1']"
H10.08,H10.08,H,10.08,Tag_4COOK3CMPLT,"""_4COOK3CMPLT""",BOOL,BOTH,EXT_H_array[10].08,['EXT_4_3_FINISH_COOK_DI']
H10.09,H10.09,H,10.09,Tag_4DROP3STRT,"""_4DROP3STRT""",BOOL,BOTH,EXT_H_array[10].09,['EXT_4_3_ACTIVE_DROP_DI']
H10.10,H10.10,H,10.10,Tag_4DROP3CMPLT,"""_4DROP3CMPLT""",BOOL,BOTH,EXT_H_array[10].10,"['EXT_4_3_FINISH_DROP_DI', 'EXT_4_3_FINISH_DROP_DI_1']"
H10.11,H10.11,H,10.11,Tag_4FILL3CMPLT,"""_4FILL3CMPLT""",BOOL,BOTH,EXT_H_array[10].11,['EXT_4_3_FINISH_FILL_DI']
H10.12,H10.12,H,10.12,Tag_4TRNSFR3STRT,"""_4TRNSFR3STRT""",BOOL,BOTH,EXT_H_array[10].12,['EXT_4_3_ACTIVE_TRAN_DI']
H10.13,H10.13,H,10.13,Tag_4TRNSFR3CMPLT,"""_4TRNSFR3CMPLT""",BOOL,BOTH,EXT_H_array[10].13,['EXT_4_3_FINISH_TRAN_DI']
H10.14,H10.14,H,10.14,Tag_4WFFILL4STRT,"""_4WFFILL4STRT""",BOOL,BOTH,EXT_H_array[10].14,['EXT_4_4_ACTIVE_WF_FILL_DI']
H10.15,H10.15,H,10.15,Tag_4WFADDCMPLT,"""_4WFADDCMPLT""",BOOL,BOTH,EXT_H_array[10].15,['EXT_4_4_FINISH_WF_FILL_DI']
H11,H11,H,11,EXT_ADDR_H11,,DINT,PLC,EXT_H_array[11],[]
H11.00,H11.00,H,11.00,Tag_4FILL4STRT,"""_4FILL4STRT""",BOOL,BOTH,EXT_H_array[11].00,['EXT_4_4_ACTIVE_FILL_DI']
H11.02,H11.02,H,11.02,Tag_4HEAT4STRT,"""_4HEAT4STRT""",BOOL,BOTH,EXT_H_array[11].02,"['EXT_4_4_ACTIVE_HU_DI', 'EXT_4_4_ACTIVE_HU_DI_1', 'EXT_4_4_ACTIVE_HU_DI_2']"
H11.03,H11.03,H,11.03,Tag_4HEAT4CMPLT,"""_4HEAT4CMPLT""",BOOL,BOTH,EXT_H_array[11].03,"['EXT_4_4_FINISH_HU_DI', 'EXT_4_4_FINISH_HU_DI_1']"
H11.04,H11.04,H,11.04,Tag_4COOK4RDY,"""_4COOK4RDY""",BOOL,BOTH,EXT_H_array[11].04,['EXT_4_4_FINISH_COOK_DI']
H11.05,H11.05,H,11.05,Tag_4DROP4STRT,"""_4DROP4STRT""",BOOL,BOTH,EXT_H_array[11].05,['EXT_4_4_ACTIVE_DROP_DI']
H11.06,H11.06,H,11.06,Tag_4DROP4CMPLT,"""_4DROP4CMPLT""",BOOL,BOTH,EXT_H_array[11].06,"['EXT_4_4_FINISH_DROP_DI', 'EXT_4_4_FINISH_DROP_DI_1', 'EXT_BATCH_RESET_4_DI']"
H11.07,H11.07,H,11.07,Tag_4SETL4CMPLT,"""_4SETL4CMPLT""",BOOL,BOTH,EXT_H_array[11].07,['EXT_4_4_FINISH_SET_DI']
H11.08,H11.08,H,11.08,Tag_4TRNSFR4STRT,"""_4TRNSFR4STRT""",BOOL,BOTH,EXT_H_array[11].08,['EXT_4_4_ACTIVE_TRAN_DI']
H11.09,H11.09,H,11.09,Tag_4TRNSFR4CMPLT,"""_4TRNSFR4CMPLT""",BOOL,BOTH,EXT_H_array[11].09,['EXT_4_4_FINISH_TRAN_DI']
H11.10,H11.10,H,11.10,Tag_4FILL4CMPLT,"""_4FILL4CMPLT""",BOOL,BOTH,EXT_H_array[11].10,['EXT_4_4_FINISH_FILL_DI']
H11.11,H11.11,H,11.11,Tag_4WF3START,"""EXT#4 3rd cook water fraction add start""",BOOL,BOTH,EXT_H_array[11].11,['EXT_4_3_ACTIVE_WF_FILL_DI']
H11.12,H11.12,H,11.12,Tag_4WF3ADDCMPLT,"""EXT#4 3rd cook water fraction add complete""",BOOL,BOTH,EXT_H_array[11].12,['EXT_4_3_FINISH_WF_FILL_DI']
H12,H12,H,12,EXT_ADDR_H12,,DINT,PLC,EXT_H_array[12],[]
H12.00,H12.00,H,12.00,DEMIN_START,"""DEMIN START""",BOOL,BOTH,EXT_H_array[12].00,['REPORT_COMM_DEMIN_START_DO']
H12.01,H12.01,H,12.01,EVAP_START,"""EVAP START""",BOOL,BOTH,EXT_H_array[12].01,['REPORT_COMM_EVAP_START_DO']
H12.02,H12.02,H,12.02,STERILIZER_START,"""STERILIZER START""",BOOL,BOTH,EXT_H_array[12].02,['REPORT_COMM_STER_START_DO']
H12.03,H12.03,H,12.03,CHEM_START,"""CHEM START""",BOOL,BOTH,EXT_H_array[12].03,['REPORT_COMM_CHEM_START_DO']
H12.04,H12.04,H,12.04,AUTO_JET_ON_STREAM,"""AUTO JET ON STREAM""",BOOL,BOTH,EXT_H_array[12].04,['REPORT_COMM_AUTOJET_ON_DO']
H12.05,H12.05,H,12.05,DEMIN_POLISHER,"""DEMIN POLISHER""",BOOL,BOTH,EXT_H_array[12].05,['REPORT_COMM_DEMIN_PLSH_DO']
H13,H13,H,13,EXT_ADDR_H13,,DINT,PLC,EXT_H_array[13],[]
H13.00,H13.00,H,13.00,TRANSFER,"""TRANSFER""",BOOL,BOTH,EXT_H_array[13].00,['TRANSFER_START']
H13.01,H13.01,H,13.01,AUTOJET,"""AUTOJET""",BOOL,BOTH,EXT_H_array[13].01,['AUTOJET_START']
H13.02,H13.02,H,13.02,DEMIN,"""DEMIN""",BOOL,BOTH,EXT_H_array[13].02,['DEMIN_START']
H13.03,H13.03,H,13.03,EVAPATOR,"""EVAPATOR""",BOOL,BOTH,EXT_H_array[13].03,['EVAP_START']
H13.04,H13.04,H,13.04,STERILIZER,"""STERILIZER""",BOOL,BOTH,EXT_H_array[13].04,['STER_START']
H13.05,H13.05,H,13.05,OSCILLATING,"""OSCILLATING""",BOOL,BOTH,EXT_H_array[13].05,['OSCIL_START']
H13.06,H13.06,H,13.06,EXT1DROP4,"""EXT1DROP4""",BOOL,BOTH,EXT_H_array[13].06,['COOK4_START']
H14,H14,H,14,EXT_ADDR_H14,,DINT,PLC,EXT_H_array[14],[]
H14.00,H14.00,H,14.00,Tag_12_AUTO_HEATUP_AFTER,"""1/2 Auto Heatup After Fill (1=Off / 0=On)""",BOOL,BOTH,EXT_H_array[14].00,['EXT_AUTO_HEATUP_START_12']
H14.01,H14.01,H,14.01,EXT1_4TH_COOK_WF,"""EXT1 4th Cook WF Added""",BOOL,PLC,EXT_H_array[14].01,[]
H14.02,H14.02,H,14.02,EXT2_4TH_COOK_WF,"""EXT2 4th Cook WF Added""",BOOL,PLC,EXT_H_array[14].02,[]
H14.03,H14.03,H,14.03,Tag_34_AUTO_HEATUP_AFTER,"""3/4 Auto Heatup After Fill (1=Off / 0=On)""",BOOL,BOTH,EXT_H_array[14].03,['EXT_AUTO_HEATUP_START_34']
H14.04,H14.04,H,14.04,EXT3_4TH_COOK_WF,"""EXT3 4th Cook WF Added""",BOOL,PLC,EXT_H_array[14].04,[]
H14.05,H14.05,H,14.05,EXT4_4TH_COOK_WF,"""EXT4 4th Cook WF Added""",BOOL,PLC,EXT_H_array[14].05,[]
H15,H15,H,15,EXT_ADDR_H15,,DINT,PLC,EXT_H_array[15],[]
H15.00,H15.00,H,15.00,SETTNK12CLN,"""SETTNK12CLN""",BOOL,PLC,EXT_H_array[15].00,[]
H15.02,H15.02,H,15.02,SETTNK12CLNCMPL,"""SETTNK12CLNCMPL""",BOOL,PLC,EXT_H_array[15].02,[]
H15.04,H15.04,H,15.04,SETTNK34CLN,"""SETTNK34CLN""",BOOL,PLC,EXT_H_array[15].04,[]
H15.06,H15.06,H,15.06,SETTNK34CLNCMPT,"""SETTNK34CLNCMPT""",BOOL,PLC,EXT_H_array[15].06,[]
H16,H16,H,16,EXT_ADDR_H16,,DINT,PLC,EXT_H_array[16],[]
H16.00,H16.00,H,16.00,PRT1_HBLV_ONOFF_P_B,"""PRT#1 HBLV ON/OFF P.B.""",BOOL,BOTH,EXT_H_array[16].00,['HBLV_PRT1_SELECT']
H16.01,H16.01,H,16.01,PRT1_HBLV_ENABLE,"""PRT#1 HBLV ENABLE""",BOOL,PLC,EXT_H_array[16].01,[]
H16.02,H16.02,H,16.02,EXT1_DRAIN_VALVE_OVERRIDE,"""EXT#1 DRAIN VALVE OVERRIDE""",BOOL,PLC,EXT_H_array[16].02,[]
H16.04,H16.04,H,16.04,PRT1_HBLV_COMPLETE,"""PRT#1 HBLV COMPLETE""",BOOL,PLC,EXT_H_array[16].04,[]
H17,H17,H,17,EXT_ADDR_H17,,DINT,PLC,EXT_H_array[17],[]
H17.00,H17.00,H,17.00,PRT2_HBLV_ONOFF_P_B,"""PRT#2 HBLV ON/OFF P.B.""",BOOL,BOTH,EXT_H_array[17].00,['HBLV_PRT2_SELECT']
H17.01,H17.01,H,17.01,PRT2_HBLV_ENABLE,"""PRT#2 HBLV ENABLE""",BOOL,PLC,EXT_H_array[17].01,[]
H17.02,H17.02,H,17.02,EXT2_DRAIN_VALVE_OVERRIDE,"""EXT#2 Drain Valve Override""",BOOL,PLC,EXT_H_array[17].02,[]
H17.04,H17.04,H,17.04,PRT2_HBLV_COMPLETE,"""PRT#2 HBLV COMPLETE""",BOOL,PLC,EXT_H_array[17].04,[]
H18,H18,H,18,EXT_ADDR_H18,,DINT,PLC,EXT_H_array[18],[]
H18.00,H18.00,H,18.00,PRT3_HBLV_ONOFF_P_B,"""PRT#3 HBLV ON/OFF P.B.""",BOOL,BOTH,EXT_H_array[18].00,['HBLV_PRT3_SELECT']
H18.01,H18.01,H,18.01,PRT3_HBLV_ENABLE,"""PRT#3 HBLV ENABLE""",BOOL,PLC,EXT_H_array[18].01,[]
H18.02,H18.02,H,18.02,EXT3_DRAIN_VALVE_OVERRIDE,"""EXT#3 Drain Valve Override""",BOOL,PLC,EXT_H_array[18].02,[]
H18.04,H18.04,H,18.04,PRT3_HBLV_COMPLETE,"""PRT#3 HBLV COMPLETE""",BOOL,PLC,EXT_H_array[18].04,[]
H19,H19,H,19,EXT_ADDR_H19,,DINT,PLC,EXT_H_array[19],[]
H19.00,H19.00,H,19.00,PRT4_HBLV_ONOFF_P_B,"""PRT#4 HBLV ON/OFF P.B.""",BOOL,BOTH,EXT_H_array[19].00,['HBLV_PRT4_SELECT']
H19.01,H19.01,H,19.01,PRT4_HBLV_ENABLE,"""PRT#4 HBLV ENABLE""",BOOL,PLC,EXT_H_array[19].01,[]
H19.02,H19.02,H,19.02,EXT4_DRAIN_VALVE_OVERRIDE,"""EXT#4 Drain Valve Override""",BOOL,PLC,EXT_H_array[19].02,[]
H19.04,H19.04,H,19.04,PRT4_HBLV_COMPLETE,"""PRT#4 HBLV COMPLETE""",BOOL,PLC,EXT_H_array[19].04,[]
H20,H20,H,20,EXT_ADDR_H20,,DINT,PLC,EXT_H_array[20],[]
H20.01,H20.01,H,20.01,BOTH_TK_FULL,"""ALL TANKS ARE FULL STOP TRANSFER PUMP""",BOOL,PLC,EXT_H_array[20].01,[]
H20.11,H20.11,H,20.11,SET_REST_ROT_LT,"""SET RESET ROTATING LT""",BOOL,PLC,EXT_H_array[20].11,[]
H21,H21,H,21,EXT1_3RD_COOK_COUNTER,"""EXT1 3rd Cook Counter""",REAL,PLC,EXT_H_array[21],[]
H21.00,H21.00,H,21.00,EXT_ADDR_H21,,BOOL,PLC,EXT_H_array[21].00,[]
H22,H22,H,22,EXT1_4TH_COOK_COUNTER,"""EXT1 4th Cook Counter""",REAL,PLC,EXT_H_array[22],[]
H22.00,H22.00,H,22.00,EXT_ADDR_H22,,BOOL,PLC,EXT_H_array[22].00,[]
H23,H23,H,23,EXT2_3RD_COOK_COUNTER,"""EXT2 3rd Cook Counter""",REAL,PLC,EXT_H_array[23],[]
H23.00,H23.00,H,23.00,EXT_ADDR_H23,,BOOL,PLC,EXT_H_array[23].00,[]
