remark,"CSV-Import-Export"
remark,"Date = Tue Apr 17 17:13:00 2024"
remark,"Version = RSLogix 5000 v33.01"
remark,"Owner = "
remark,"Company = "
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,EXT_ADDR_D3139," (OMR D3139)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3140," (OMR D3140)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_3_TEMP_FILL_SIM," (OMR D3141)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_3_FLOW_TOTAL_FILL_SIM," (OMR D3142)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_3_TEMP_HU_I_SIM," (OMR D3143)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_3_TEMP_HU_F_SIM," (OMR D3144)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_3_TEMP_SET_SIM," (OMR D3145)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_3_FLOW_TOTAL_SET,"STK-4 LEVEL 3rd DROP (OMR D3146)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3147," (OMR D3147)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_3_TEMP_WF_SIM," (OMR D3148)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_3_FLOW_TOTAL_WF_SIM," (OMR D3149)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3150," (OMR D3150)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_4_TEMP_FILL_SIM," (OMR D3151)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_4_FLOW_TOTAL_FILL_SIM," (OMR D3152)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_4_TEMP_HU_I_SIM," (OMR D3153)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_4_TEMP_HU_F_SIM," (OMR D3154)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_4_TEMP_SET_SIM," (OMR D3155)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_4_FLOW_TOTAL_SET,"STK-4 LEVEL 4th DROP (OMR D3156)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3157," (OMR D3157)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_4_TEMP_WF_SIM," (OMR D3158)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_4_FLOW_TOTAL_WF_SIM," (OMR D3159)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3170," (OMR D3170)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3171," (OMR D3171)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3172," (OMR D3172)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3173," (OMR D3173)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3180," (OMR D3180)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3181," (OMR D3181)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3182," (OMR D3182)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3183," (OMR D3183)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3190," (OMR D3190)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3191," (OMR D3191)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_WATER_FILL_TOTAL_1000_AI," (OMR D3200)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_WATER_FILL_TOTAL_10000_AI," (OMR D3201)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_WF_FILL_TOTAL_1000_AI," (OMR D3202)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_WF_FILL_TOTAL_10000_AI," (OMR D3203)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3204," (OMR D3204)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3205," (OMR D3205)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3206," (OMR D3206)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D3207," (OMR D3207)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MACHINEHASH0DM1,"  (OMR D20001)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20002," (OMR D20002)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MACHINEHASH0DM4,"  (OMR D20004)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20005," (OMR D20005)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20006," (OMR D20006)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20007," (OMR D20007)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20008," (OMR D20008)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20009," (OMR D20009)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20010," (OMR D20010)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20011," (OMR D20011)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20012," (OMR D20012)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20013," (OMR D20013)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20014," (OMR D20014)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20015," (OMR D20015)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20016," (OMR D20016)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20017," (OMR D20017)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20018," (OMR D20018)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20019," (OMR D20019)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20020," (OMR D20020)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20021," (OMR D20021)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20022," (OMR D20022)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20023," (OMR D20023)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20024," (OMR D20024)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20025," (OMR D20025)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20026," (OMR D20026)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20027," (OMR D20027)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MACHINEHASH1DM1,"  (OMR D20101)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20102," (OMR D20102)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MACHINEHASH1DM4,"  (OMR D20104)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20105," (OMR D20105)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20106," (OMR D20106)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20107," (OMR D20107)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20108," (OMR D20108)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20109," (OMR D20109)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20110," (OMR D20110)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20111," (OMR D20111)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20112," (OMR D20112)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20113," (OMR D20113)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20114," (OMR D20114)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20115," (OMR D20115)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20116," (OMR D20116)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20117," (OMR D20117)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20118," (OMR D20118)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20119," (OMR D20119)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20120," (OMR D20120)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20121," (OMR D20121)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20122," (OMR D20122)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20123," (OMR D20123)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20124," (OMR D20124)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20125," (OMR D20125)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20126," (OMR D20126)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D20127," (OMR D20127)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_LEVEL_FORMULA,"Level Control Formula (OMR D31200)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MAX_RAW_LEVEL,"Max Raw Level (OMR D31201)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MIN_RAW_LEVEL,"Min Raw Level (OMR D31202)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_LIT_4001_AI_OLD,"Rind Tank Transmitter Scaled 0-100% (OMR D31207)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_LIT_4002_AI_OLD,"Pretreatment Tank Transmitter Scaled 0-100% (OMR D31208)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FLOW_FORMULA,"Flow Control Formula (OMR D31216)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MAX_RAW_FLOW,"Max Raw Flow (OMR D31217)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MIN_RAW_FLOW,"Min Raw Flow (OMR D31218)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FIT_2000_AI,"Cold Water Flow Transmitter Scaled 0-100 (OMR D31223)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31224," (OMR D31224)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31225," (OMR D31225)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31226," (OMR D31226)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31227," (OMR D31227)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_N_PRE_FIT_2000_AI,"City Water to Pretreatment (OMR D31228)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FLOW2_FORMULA,"Flow Control Formula (OMR D31230)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MAX2_RAW_FLOW,"Max Raw Flow (OMR D31231)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_MIN2_RAW_FLOW,"Min Raw Flow (OMR D31232)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_FIT2_2000_AI,"Cold Water Flow Transmitter Scaled 0-100 For Tot. (OMR D31237)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31270," (OMR D31270)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31271," (OMR D31271)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31272," (OMR D31272)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31273," (OMR D31273)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_PRT_3_LEVEL_RADAR_TEST,"PRT #3 Radar Level Test (OMR D31275)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31280," (OMR D31280)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31281," (OMR D31281)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31282," (OMR D31282)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31291," (OMR D31291)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31292," (OMR D31292)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31293," (OMR D31293)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_3_4_RECIRCULATION," (OMR D31294)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_4_LEVEL_RADAR,"Ext #4 Radar Level (OMR D31295)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31296," (OMR D31296)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31297," (OMR D31297)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31298," (OMR D31298)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31299," (OMR D31299)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_LIT_3012,"EXT #3 Level (SCALED) (OMR D31300)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_TIT_3013,"PRT#3 Temperature Transmitter (OMR D31301)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31307," (OMR D31307)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31308," (OMR D31308)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31309," (OMR D31309)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31310," (OMR D31310)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_2_LEVEL_RADAR,"Ext #2 Radar Level (OMR D31311)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_N_PRE_DRAIN_HEADER_FLOW,"PRETREATMENT DRAIN HEADER FLOW (OMR D31316)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_C_DRAIN_FLOW_SETPOINT,"C (Drain Flow Setpoint) (OMR D31318)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_C1_P,"C+1 (P) (OMR D31319)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_C2_I,"C+2 (I) (OMR D31320)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_C3_D,"C+3 (D) (OMR D31321)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_C4_SAMPLING_PERIOD,"C+4 (Sampling Period) (OMR D31322)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_C5,"C+5 (OMR D31323)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_C6,"C+6 (OMR D31324)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_C7_OUTPUT_LOWER_LIMIT,"C+7 (Output Lower Limit) (OMR D31325)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_C8_OUTPUT_UPPER_LIMIT,"C+8 (Output Upper Limit) (OMR D31326)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31327," (OMR D31327)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31328," (OMR D31328)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31329," (OMR D31329)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31330," (OMR D31330)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31331," (OMR D31331)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31332," (OMR D31332)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31333," (OMR D31333)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31334," (OMR D31334)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31335," (OMR D31335)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31336," (OMR D31336)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31337," (OMR D31337)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31338," (OMR D31338)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31339," (OMR D31339)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31340," (OMR D31340)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31341," (OMR D31341)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31342," (OMR D31342)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31343," (OMR D31343)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31344," (OMR D31344)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31345," (OMR D31345)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31346," (OMR D31346)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31347," (OMR D31347)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31348," (OMR D31348)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31349," (OMR D31349)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31350," (OMR D31350)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31351," (OMR D31351)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31352," (OMR D31352)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31353," (OMR D31353)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31354," (OMR D31354)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31355," (OMR D31355)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31356," (OMR D31356)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_CONTROL_WORD,"Control Word (OMR D31360)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31361," (OMR D31361)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31362," (OMR D31362)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31363," (OMR D31363)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31364," (OMR D31364)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31365," (OMR D31365)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31366," (OMR D31366)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_DRAIN_FLOW_SCALED_HEX,"DRAIN FLOW SCALED HEX (OMR D31367)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31370," (OMR D31370)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31371," (OMR D31371)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31372," (OMR D31372)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31373," (OMR D31373)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31374," (OMR D31374)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31375," (OMR D31375)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31376," (OMR D31376)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_N_PRE_DRAIN_FLOW_VALVE_POS,"PRT Drain Flow Control Valve Position (OMR D31377)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_N_PRE_DRAIN_FLOW,"PRT Drain Flow (OMR D31378)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31380," (OMR D31380)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31381," (OMR D31381)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31382," (OMR D31382)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31383," (OMR D31383)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_1_LEVEL_RADAR,"Ext #1 Radar Level (OMR D31384)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31385," (OMR D31385)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31386," (OMR D31386)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31387," (OMR D31387)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31388," (OMR D31388)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31400," (OMR D31400)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31402," (OMR D31402)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31415," (OMR D31415)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,EXT_ADDR_D31416," (OMR D31416)",REAL,,"(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
